nuclide,energy_ev,intensity,source
124sb,2089918.0000000002,0.00001931078688,IAEA_Livechart_API
124sb,2090755.9999999998,0.000003823755243,IAEA_Livechart_API
124sb,2090755.9999999998,0.003642716616,IAEA_Livechart_API
124sb,2090912.16,0.0000004196804535,IAEA_Livechart_API
124sb,2251800.0,0.000001075318398,IAEA_Livechart_API
124sb,2278675.0,0.000000125894846,IAEA_Livechart_API
124sb,2282608.0,0.000000024858218,IAEA_Livechart_API
124sb,2283446.0,0.00000635087376,IAEA_Livechart_API
124sb,2283446.0,0.00000000492353092,IAEA_Livechart_API
124sb,2283602.1599999997,0.000000000540465772,IAEA_Livechart_API
124sb,2423390.0,0.0000003197733,IAEA_Livechart_API
124sb,2450265.0,0.000000037991415,IAEA_Livechart_API
124sb,2454198.0,0.0000000075249405,IAEA_Livechart_API
124sb,2455036.0,0.0000007598283,IAEA_Livechart_API
124sb,2455036.0,0.0000000014903196,IAEA_Livechart_API
124sb,2455192.16,0.00000000016340709,IAEA_Livechart_API
124sb,2775700.0,0.00000025376505,IAEA_Livechart_API
124sb,2802575.0,0.00000002992374,IAEA_Livechart_API
124sb,2806508.0,0.000000005926074,IAEA_Livechart_API
124sb,2807346.0,0.000000997458,IAEA_Livechart_API
124sb,2807346.0,0.00000000117494685,IAEA_Livechart_API
124sb,2807502.16,0.0000000001290828,IAEA_Livechart_API
123te,56640.0,44.576675,IAEA_Livechart_API
123te,83515.0,46.15215,IAEA_Livechart_API
123te,87448.0,10.97272,IAEA_Livechart_API
123te,88286.0,2.11299,IAEA_Livechart_API
123te,88442.16,0.18256975,IAEA_Livechart_API
123te,127180.0,13.572675,IAEA_Livechart_API
123te,154055.0,1.760825,IAEA_Livechart_API
123te,157988.0,0.3513225,IAEA_Livechart_API
123te,158826.0,0.069422,IAEA_Livechart_API
123te,158982.16,0.007506675,IAEA_Livechart_API
123te,215680.0,0.00105354625,IAEA_Livechart_API
123te,242555.0,0.00130225225,IAEA_Livechart_API
123te,246488.0,0.0002915387,IAEA_Livechart_API
123te,247326.0,0.0000543353525,IAEA_Livechart_API
123te,247482.16,0.00000423836475,IAEA_Livechart_API
114te,15504.0,17.152,IAEA_Livechart_API
114te,24104.0,16.9728,IAEA_Livechart_API
114te,41297.00000000001,1.1792,IAEA_Livechart_API
114te,45051.0,3.216,IAEA_Livechart_API
114te,45843.0,0.0533856,IAEA_Livechart_API
114te,45985.0,0.00523136,IAEA_Livechart_API
114te,49897.0,1.4976,IAEA_Livechart_API
114te,53304.0,6.84784,IAEA_Livechart_API
114te,53651.0,2.3296,IAEA_Livechart_API
114te,54443.0,0.46592,IAEA_Livechart_API
114te,54443.0,0.0652288,IAEA_Livechart_API
114te,54585.0,0.00592384,IAEA_Livechart_API
114te,59704.0,6.96,IAEA_Livechart_API
114te,79097.0,1.18624,IAEA_Livechart_API
114te,82851.0,0.5392,IAEA_Livechart_API
114te,83643.0,0.113232,IAEA_Livechart_API
114te,83643.0,0.0469104,IAEA_Livechart_API
114te,83785.0,0.003914592,IAEA_Livechart_API
114te,85497.0,2,IAEA_Livechart_API
114te,89251.0,0.56,IAEA_Livechart_API
114te,90043.0,0.12,IAEA_Livechart_API
114te,90043.0,0.07144,IAEA_Livechart_API
114te,90185.0,0.005752,IAEA_Livechart_API
114te,116904.0,0.2232,IAEA_Livechart_API
114te,142697.0,0.03596,IAEA_Livechart_API
114te,146451.0,0.0082708,IAEA_Livechart_API
114te,147243.0,0.00156612,IAEA_Livechart_API
114te,147385.0,0.000141608,IAEA_Livechart_API
114te,157604.0,0.367264,IAEA_Livechart_API
114te,183397.0,0.091816,IAEA_Livechart_API
114te,187151.0,0.015968,IAEA_Livechart_API
114te,187943.0,0.0035928,IAEA_Livechart_API
114te,204204.0,0.061248,IAEA_Livechart_API
114te,213904.0,0.34,IAEA_Livechart_API
114te,229997.0,0.008352,IAEA_Livechart_API
114te,233751.0,0.0016704,IAEA_Livechart_API
114te,234543.0,0.00038976,IAEA_Livechart_API
114te,234543.0,0.0002294016,IAEA_Livechart_API
114te,234685.0,0.00002269888,IAEA_Livechart_API
114te,239697.0,0.0782,IAEA_Livechart_API
114te,243451.0,0.01088,IAEA_Livechart_API
114te,244243.0,0.002448,IAEA_Livechart_API
114te,244243.0,0.0026384,IAEA_Livechart_API
114te,244385.0,0.00022916,IAEA_Livechart_API
114te,268004.0,0.051824,IAEA_Livechart_API
114te,293797.0,0.0053088,IAEA_Livechart_API
114te,297551.0,0.00106176,IAEA_Livechart_API
114te,298343.0,0.00024016,IAEA_Livechart_API
114te,298343.0,0.000200976,IAEA_Livechart_API
114te,298485.0,0.0000188336,IAEA_Livechart_API
114te,316404.0,0.067824,IAEA_Livechart_API
114te,342197.0,0.0097968,IAEA_Livechart_API
114te,345951.0,0.00195936,IAEA_Livechart_API
114te,346743.0,0.00045216,IAEA_Livechart_API
114te,346743.0,0.0003768,IAEA_Livechart_API
114te,346885.0,0.000035796,IAEA_Livechart_API
114te,349204.0,0.062856,IAEA_Livechart_API
114te,374997.0,0.00467928,IAEA_Livechart_API
114te,378751.0,0.0009312,IAEA_Livechart_API
114te,379543.0,0.000176928,IAEA_Livechart_API
114te,379685.0,0.00001690128,IAEA_Livechart_API
114te,448804.0,0.049248,IAEA_Livechart_API
114te,474597.0,0.00563616,IAEA_Livechart_API
114te,478351.0,0.0010944,IAEA_Livechart_API
114te,479143.0,0.0002145024,IAEA_Livechart_API
114te,479285.0,0.00002068416,IAEA_Livechart_API
125te,3684.0,85.264,IAEA_Livechart_API
125te,30559.0,11.6362,IAEA_Livechart_API
125te,34492.0,2.3287,IAEA_Livechart_API
125te,35330.0,0.50808,IAEA_Livechart_API
125te,35330.0,0.45917,IAEA_Livechart_API
125te,35486.159999999996,0.049129,IAEA_Livechart_API
125te,77456.0,51.8,IAEA_Livechart_API
125te,104331.0,37.24,IAEA_Livechart_API
125te,108264.0,8.652,IAEA_Livechart_API
125te,109102.0,1.8172,IAEA_Livechart_API
125te,109102.0,1.6688,IAEA_Livechart_API
125te,109258.16,0.14784,IAEA_Livechart_API
125te,112960.0,0.000015405,IAEA_Livechart_API
125te,139835.0,0.00006669,IAEA_Livechart_API
125te,143768.0,0.000015639,IAEA_Livechart_API
125te,144606.0,0.0000031083,IAEA_Livechart_API
125te,144606.0,0.0000028938,IAEA_Livechart_API
125te,144762.16,0.00000021333,IAEA_Livechart_API
121te,6642.0,1.12138704,IAEA_Livechart_API
121te,6642.0,8.789,IAEA_Livechart_API
121te,32435.000000000004,0.147004164,IAEA_Livechart_API
121te,32435.000000000004,1.15244,IAEA_Livechart_API
121te,35052.0,0.48562404,IAEA_Livechart_API
121te,36189.0,0.02917314,IAEA_Livechart_API
121te,36189.0,0.22842,IAEA_Livechart_API
121te,36981.0,0.0061619364,IAEA_Livechart_API
121te,36981.0,0.048316,IAEA_Livechart_API
121te,36981.0,0.0061619364,IAEA_Livechart_API
121te,36981.0,0.043992,IAEA_Livechart_API
121te,37123.0,0.0043146,IAEA_Livechart_API
121te,37123.0,0.00054930888,IAEA_Livechart_API
121te,49968.0,34.554,IAEA_Livechart_API
121te,60845.0,0.0779076,IAEA_Livechart_API
121te,64599.00000000001,0.015841212,IAEA_Livechart_API
121te,65391.00000000001,0.003375996,IAEA_Livechart_API
121te,65391.00000000001,0.003116304,IAEA_Livechart_API
121te,65533.0,0.0002726766,IAEA_Livechart_API
121te,73354.0,0.00072,IAEA_Livechart_API
121te,76843.0,41.8192,IAEA_Livechart_API
121te,80776.0,10.0561,IAEA_Livechart_API
121te,81614.0,2.09982,IAEA_Livechart_API
121te,81614.0,2.09982,IAEA_Livechart_API
121te,81770.16,0.165682,IAEA_Livechart_API
121te,99147.0,0.000171,IAEA_Livechart_API
121te,102901.0,0.000036,IAEA_Livechart_API
121te,103693.0,0.0000072,IAEA_Livechart_API
121te,103693.0,0.0000063,IAEA_Livechart_API
121te,103835.0,0.00000054,IAEA_Livechart_API
121te,180369.0,6.08682,IAEA_Livechart_API
121te,207244.0,0.800058,IAEA_Livechart_API
121te,211177.0,0.160366,IAEA_Livechart_API
121te,212015.0,0.034997,IAEA_Livechart_API
121te,212015.0,0.034997,IAEA_Livechart_API
121te,212171.15999999997,0.00339338,IAEA_Livechart_API
121te,439976.0,0.01108716,IAEA_Livechart_API
121te,465769.0,0.001544886,IAEA_Livechart_API
121te,469523.0,0.000306726,IAEA_Livechart_API
121te,470315.0,0.0000640185,IAEA_Livechart_API
121te,470315.0,0.0000585312,IAEA_Livechart_API
121te,470457.0,0.0000054873,IAEA_Livechart_API
121te,477095.0,0.12753048,IAEA_Livechart_API
121te,502888.0,0.015689256,IAEA_Livechart_API
121te,506642.0,0.0030954,IAEA_Livechart_API
121te,507434.0,0.0006579936,IAEA_Livechart_API
121te,507434.0,0.0005978544,IAEA_Livechart_API
121te,507576.0,0.00005943168,IAEA_Livechart_API
121te,542643.0,0.366624,IAEA_Livechart_API
121te,568436.0,0.0491244,IAEA_Livechart_API
121te,572190.0,0.00975252,IAEA_Livechart_API
121te,572982.0,0.00186528,IAEA_Livechart_API
121te,572982.0,0.00204216,IAEA_Livechart_API
121te,573124.0,0.000177684,IAEA_Livechart_API
135te,18180.0,37.81056,IAEA_Livechart_API
135te,45055.0,44.26272,IAEA_Livechart_API
135te,48988.0,9.375936,IAEA_Livechart_API
135te,49826.0,1.732608,IAEA_Livechart_API
135te,49982.16,0.13536,IAEA_Livechart_API
135te,293180.0,2.39424,IAEA_Livechart_API
135te,320055.0,0.37728,IAEA_Livechart_API
135te,323988.0,0.076224,IAEA_Livechart_API
135te,324826.0,0.0147744,IAEA_Livechart_API
135te,324982.16000000003,0.00147264,IAEA_Livechart_API
136te,54124.0,11.42784,IAEA_Livechart_API
136te,82105.0,1.60704,IAEA_Livechart_API
136te,86222.0,0.3249792,IAEA_Livechart_API
136te,87107.0,0.065472,IAEA_Livechart_API
136te,87279.39,0.00749952,IAEA_Livechart_API
136te,102209.0,1.0044,IAEA_Livechart_API
136te,130190.0,0.2232,IAEA_Livechart_API
136te,134307.0,0.04464,IAEA_Livechart_API
136te,135192.0,0.008928,IAEA_Livechart_API
136te,135364.38999999998,0.0009207,IAEA_Livechart_API
115te,197724.0,0.854,IAEA_Livechart_API
115te,223517.0,0.126,IAEA_Livechart_API
115te,227271.0,0.0266,IAEA_Livechart_API
115te,228063.0,0.00546,IAEA_Livechart_API
115te,228063.0,0.00546,IAEA_Livechart_API
115te,228205.0,0.000448,IAEA_Livechart_API
115te,248480.0,15.998,IAEA_Livechart_API
115te,251464.0,0.165,IAEA_Livechart_API
115te,275355.0,1.9787,IAEA_Livechart_API
115te,277257.0,0.024,IAEA_Livechart_API
115te,279288.0,0.402476,IAEA_Livechart_API
115te,280126.0,0.0880732,IAEA_Livechart_API
115te,280126.0,0.079569,IAEA_Livechart_API
115te,280282.16,0.00849578,IAEA_Livechart_API
115te,281011.0,0.0048,IAEA_Livechart_API
115te,281803.0,0.001,IAEA_Livechart_API
115te,281803.0,0.001,IAEA_Livechart_API
115te,281945.0,0.000085,IAEA_Livechart_API
115te,343984.0,0.04869216,IAEA_Livechart_API
115te,369777.0,0.00611424,IAEA_Livechart_API
115te,373531.0,0.001207008,IAEA_Livechart_API
115te,374323.0,0.0002556576,IAEA_Livechart_API
115te,374323.0,0.000232848,IAEA_Livechart_API
115te,374465.0,0.00002299968,IAEA_Livechart_API
115te,397724.0,0.01190272,IAEA_Livechart_API
115te,423517.0,0.00148512,IAEA_Livechart_API
115te,427271.0,0.00029376,IAEA_Livechart_API
115te,428063.0,0.0000622336,IAEA_Livechart_API
115te,428063.0,0.000056576,IAEA_Livechart_API
115te,428205.0,0.00000559232,IAEA_Livechart_API
115te,537894.0,0.01542336,IAEA_Livechart_API
115te,546304.0,0.002685696,IAEA_Livechart_API
115te,563687.0,0.00189312,IAEA_Livechart_API
115te,567441.0,0.00036888,IAEA_Livechart_API
115te,568233.0,0.0000712704,IAEA_Livechart_API
115te,568375.0,0.0000070992,IAEA_Livechart_API
115te,572097.0,0.000352768,IAEA_Livechart_API
115te,572774.0,0.0211968,IAEA_Livechart_API
115te,575851.0,0.0000700544,IAEA_Livechart_API
115te,576643.0,0.00001354496,IAEA_Livechart_API
115te,576785.0,0.000001334528,IAEA_Livechart_API
115te,598567.0,0.00256128,IAEA_Livechart_API
115te,602321.0,0.0005060736,IAEA_Livechart_API
115te,603113.0,0.00009785856,IAEA_Livechart_API
115te,603255.0,0.000009746112,IAEA_Livechart_API
115te,603564.0,0.00325728,IAEA_Livechart_API
115te,626514.0,0.02665056,IAEA_Livechart_API
115te,629357.0,0.00042688,IAEA_Livechart_API
115te,633111.0,0.0000847264,IAEA_Livechart_API
115te,633903.0,0.00001622144,IAEA_Livechart_API
115te,634045.0,0.000001553472,IAEA_Livechart_API
115te,652307.0,0.00327168,IAEA_Livechart_API
115te,656061.0,0.0006352512,IAEA_Livechart_API
115te,656853.0,0.00012289248,IAEA_Livechart_API
115te,656995.0,0.000012241536,IAEA_Livechart_API
115te,693074.0,0.084224,IAEA_Livechart_API
115te,718867.0,0.010528,IAEA_Livechart_API
115te,722621.0,0.00207552,IAEA_Livechart_API
115te,723413.0,0.000400064,IAEA_Livechart_API
115te,723555.0,0.0000394048,IAEA_Livechart_API
115te,981804.0,0.009984,IAEA_Livechart_API
115te,1007597.0,0.000262912,IAEA_Livechart_API
115te,1011351.0,0.000051584,IAEA_Livechart_API
115te,1012143.0,0.000009984,IAEA_Livechart_API
115te,1012285.0,0.00000098176,IAEA_Livechart_API
115te,1068124.0,0.0176256,IAEA_Livechart_API
115te,1093917.0,0.00213792,IAEA_Livechart_API
115te,1097671.0,0.000421056,IAEA_Livechart_API
115te,1098463.0,0.0000816,IAEA_Livechart_API
115te,1098605.0,0.0000079968,IAEA_Livechart_API
115te,1269804.0,0.0031616,IAEA_Livechart_API
115te,1295597.0,0.00041344,IAEA_Livechart_API
115te,1296344.0,0.014768,IAEA_Livechart_API
115te,1299351.0,0.0000807424,IAEA_Livechart_API
115te,1300143.0,0.00001551616,IAEA_Livechart_API
115te,1300285.0,0.000001515136,IAEA_Livechart_API
115te,1322137.0,0.001797152,IAEA_Livechart_API
115te,1325891.0,0.0003537504,IAEA_Livechart_API
115te,1326683.0,0.00006816,IAEA_Livechart_API
115te,1326825.0,0.00000674784,IAEA_Livechart_API
115te,1350084.0,0.013824,IAEA_Livechart_API
115te,1375877.0,0.001679616,IAEA_Livechart_API
115te,1379631.0,0.0003303936,IAEA_Livechart_API
115te,1380423.0,0.0000638208,IAEA_Livechart_API
115te,1380565.0,0.00000631296,IAEA_Livechart_API
132te,16544.000000000004,73.304,IAEA_Livechart_API
132te,44525.0,9.6492,IAEA_Livechart_API
132te,48642.0,1.92984,IAEA_Livechart_API
132te,49527.0,0.38896,IAEA_Livechart_API
132te,49699.39,0.0453288,IAEA_Livechart_API
132te,71580.0,42.5,IAEA_Livechart_API
132te,78584.0,0.993168,IAEA_Livechart_API
132te,83124.00000000001,0.961576,IAEA_Livechart_API
132te,98455.0,14.2,IAEA_Livechart_API
132te,102388.0,2.95,IAEA_Livechart_API
132te,103226.0,0.658,IAEA_Livechart_API
132te,103382.16,0.0471239,IAEA_Livechart_API
132te,106565.0,0.200376,IAEA_Livechart_API
132te,110682.0,0.04146912,IAEA_Livechart_API
132te,111105.0,0.2001648,IAEA_Livechart_API
132te,111567.0,0.00818928,IAEA_Livechart_API
132te,111739.39,0.000853776,IAEA_Livechart_API
132te,115222.0,0.0412104,IAEA_Livechart_API
132te,116107.0,0.00804584,IAEA_Livechart_API
132te,116107.0,0.009812,IAEA_Livechart_API
132te,116279.39,0.000843832,IAEA_Livechart_API
132te,194984.0,7.1016,IAEA_Livechart_API
132te,222965.0,1.32968,IAEA_Livechart_API
132te,227082.0,0.27456,IAEA_Livechart_API
132te,227967.0,0.054032,IAEA_Livechart_API
132te,228139.38999999998,0.0056144,IAEA_Livechart_API
132te,665080.0,0.289,IAEA_Livechart_API
132te,691955.0,0.038,IAEA_Livechart_API
132te,695888.0,0.00759714,IAEA_Livechart_API
132te,696726.0,0.001492509,IAEA_Livechart_API
132te,696882.16,0.0001582239,IAEA_Livechart_API
132te,766180.0,0.00934,IAEA_Livechart_API
132te,793055.0,0.001376,IAEA_Livechart_API
132te,796988.0,0.0002778,IAEA_Livechart_API
132te,797826.0,0.0000544,IAEA_Livechart_API
132te,797982.16,0.00000562,IAEA_Livechart_API
132te,942180.0,0.132,IAEA_Livechart_API
132te,969055.0,0.017,IAEA_Livechart_API
132te,972988.0,0.00331336,IAEA_Livechart_API
132te,973826.0,0.00065369,IAEA_Livechart_API
132te,973982.16,0.000070359,IAEA_Livechart_API
127te,24454.000000000004,0.093852,IAEA_Livechart_API
127te,24454.000000000004,1.607808,IAEA_Livechart_API
127te,52435.0,0.0133353,IAEA_Livechart_API
127te,52435.0,0.2284512,IAEA_Livechart_API
127te,56440.0,40.656,IAEA_Livechart_API
127te,56552.0,0.04624992,IAEA_Livechart_API
127te,56552.0,0.00269973,IAEA_Livechart_API
127te,57437.0,0.00931104,IAEA_Livechart_API
127te,57437.0,0.00060588,IAEA_Livechart_API
127te,57437.0,0.00054351,IAEA_Livechart_API
127te,57437.0,0.01037952,IAEA_Livechart_API
127te,57609.39,0.000062073,IAEA_Livechart_API
127te,57609.39,0.001063392,IAEA_Livechart_API
127te,83315.0,43.3344,IAEA_Livechart_API
127te,87248.0,10.31632,IAEA_Livechart_API
127te,88086.0,2.15696,IAEA_Livechart_API
127te,88086.0,2.15696,IAEA_Livechart_API
127te,88242.16,0.171776,IAEA_Livechart_API
127te,112024.0,0.001166319,IAEA_Livechart_API
127te,138924.0,0.000042174,IAEA_Livechart_API
127te,140005.0,0.0002963169,IAEA_Livechart_API
127te,144122.0,0.000062073,IAEA_Livechart_API
127te,145007.0,0.00001323135,IAEA_Livechart_API
127te,145007.0,0.00001205523,IAEA_Livechart_API
127te,145179.39,0.000001182654,IAEA_Livechart_API
127te,166905.0,0.0000054945,IAEA_Livechart_API
127te,169724.00000000003,0.0055925496,IAEA_Livechart_API
127te,171022.0,0.00000110781,IAEA_Livechart_API
127te,171907.0,0.000000224235,IAEA_Livechart_API
127te,171907.0,0.000000250371,IAEA_Livechart_API
127te,172079.38999999998,0.0000000261954,IAEA_Livechart_API
127te,181924.0,0.0030270438,IAEA_Livechart_API
127te,197705.0,0.0008237988,IAEA_Livechart_API
127te,201822.0,0.00016766046,IAEA_Livechart_API
127te,202707.0,0.000037361016,IAEA_Livechart_API
127te,202707.0,0.000033590106,IAEA_Livechart_API
127te,202879.39,0.0000037651086,IAEA_Livechart_API
127te,209905.0,0.00039908979,IAEA_Livechart_API
127te,214022.0,0.00008051472,IAEA_Livechart_API
127te,214907.0,0.00001625778,IAEA_Livechart_API
127te,214907.0,0.000018154521,IAEA_Livechart_API
127te,215079.38999999998,0.0000018928701,IAEA_Livechart_API
127te,327124.0,0.002706264,IAEA_Livechart_API
127te,341824.0,0.00000496287,IAEA_Livechart_API
127te,355105.0,0.0003446784,IAEA_Livechart_API
127te,359222.0,0.0000693396,IAEA_Livechart_API
127te,360107.0,0.000015672096,IAEA_Livechart_API
127te,360107.0,0.000014029488,IAEA_Livechart_API
127te,360279.38999999996,0.0000016453008,IAEA_Livechart_API
127te,369805.0,0.00000076329,IAEA_Livechart_API
127te,373922.0,0.000000155628,IAEA_Livechart_API
127te,374807.0,0.0000000310068,IAEA_Livechart_API
127te,374807.0,0.0000000343926,IAEA_Livechart_API
127te,374979.39,0.00000000339768,IAEA_Livechart_API
127te,384724.0,0.0136818,IAEA_Livechart_API
127te,412705.0,0.00172458,IAEA_Livechart_API
127te,416822.0,0.0003465,IAEA_Livechart_API
127te,417707.0,0.000078408,IAEA_Livechart_API
127te,417707.0,0.000070191,IAEA_Livechart_API
127te,417879.39,0.0000082566,IAEA_Livechart_API
127te,560124.0,0.00001331712,IAEA_Livechart_API
127te,588105.0,0.000001663488,IAEA_Livechart_API
127te,592222.0,0.0000003336192,IAEA_Livechart_API
127te,593107.0,0.0000000755712,IAEA_Livechart_API
127te,593107.0,0.0000000675072,IAEA_Livechart_API
127te,593279.39,0.00000000797184,IAEA_Livechart_API
134te,24405.0,0.087025,IAEA_Livechart_API
134te,28522.0,0.017523,IAEA_Livechart_API
134te,29407.0,0.00354295,IAEA_Livechart_API
134te,29579.39,0.000413,IAEA_Livechart_API
134te,43654.0,0.378603,IAEA_Livechart_API
134te,46269.00000000001,26.60015,IAEA_Livechart_API
134te,68244.0,0.34515,IAEA_Livechart_API
134te,71635.0,0.04965735,IAEA_Livechart_API
134te,74250.0,3.7701,IAEA_Livechart_API
134te,75752.0,0.009958905,IAEA_Livechart_API
134te,76637.0,0.002441715,IAEA_Livechart_API
134te,76637.0,0.002008242,IAEA_Livechart_API
134te,76809.39,0.00023456925,IAEA_Livechart_API
134te,78367.0,0.75402,IAEA_Livechart_API
134te,79252.0,0.1864105,IAEA_Livechart_API
134te,79252.0,0.1528985,IAEA_Livechart_API
134te,79424.39,0.01738435,IAEA_Livechart_API
134te,83380.0,37.093,IAEA_Livechart_API
134te,96225.0,0.095875,IAEA_Livechart_API
134te,97874.00000000001,0.0708,IAEA_Livechart_API
134te,100342.0,0.019175,IAEA_Livechart_API
134te,101227.0,0.004602,IAEA_Livechart_API
134te,103824.0,0.038586,IAEA_Livechart_API
134te,110255.0,11.025,IAEA_Livechart_API
134te,114188.0,2.2785,IAEA_Livechart_API
134te,115026.0,0.5096,IAEA_Livechart_API
134te,115026.0,0.42924,IAEA_Livechart_API
134te,115182.15999999999,0.037093,IAEA_Livechart_API
134te,125855.0,0.01593,IAEA_Livechart_API
134te,129972.00000000001,0.003363,IAEA_Livechart_API
134te,130857.0,0.0007788,IAEA_Livechart_API
134te,131805.0,0.010266,IAEA_Livechart_API
134te,135922.0,0.0021417,IAEA_Livechart_API
134te,136807.0,0.00049914,IAEA_Livechart_API
134te,136807.0,0.00041595,IAEA_Livechart_API
134te,136979.38999999998,0.000040533,IAEA_Livechart_API
134te,147715.0,3.2922,IAEA_Livechart_API
134te,149874.0,0.08496,IAEA_Livechart_API
134te,168059.0,1.01775,IAEA_Livechart_API
134te,175696.0,0.49383,IAEA_Livechart_API
134te,177289.00000000003,2.112495,IAEA_Livechart_API
134te,177855.0,0.01534,IAEA_Livechart_API
134te,179813.0,0.100595,IAEA_Livechart_API
134te,180698.0,0.023777,IAEA_Livechart_API
134te,181972.0,0.003068,IAEA_Livechart_API
134te,182857.0,0.000708,IAEA_Livechart_API
134te,196040.0,0.1593,IAEA_Livechart_API
134te,200157.0,0.032745,IAEA_Livechart_API
134te,201042.0,0.007965,IAEA_Livechart_API
134te,205270.0,0.36344,IAEA_Livechart_API
134te,209387.0,0.072688,IAEA_Livechart_API
134te,210272.0,0.0172634,IAEA_Livechart_API
134te,226624.0,0.022125,IAEA_Livechart_API
134te,244775.0,0.78588,IAEA_Livechart_API
134te,254605.0,0.00340725,IAEA_Livechart_API
134te,258721.99999999997,0.000708,IAEA_Livechart_API
134te,259607.00000000003,0.000163725,IAEA_Livechart_API
134te,259607.00000000003,0.000137175,IAEA_Livechart_API
134te,259779.38999999998,0.000015045,IAEA_Livechart_API
134te,265180.0,3.1872,IAEA_Livechart_API
134te,272756.0,0.131688,IAEA_Livechart_API
134te,276873.0,0.02655,IAEA_Livechart_API
134te,277758.0,0.006372,IAEA_Livechart_API
134te,277758.0,0.00531,IAEA_Livechart_API
134te,277930.39,0.00059472,IAEA_Livechart_API
134te,292055.0,0.5184,IAEA_Livechart_API
134te,295988.0,0.10464,IAEA_Livechart_API
134te,296826.0,0.024,IAEA_Livechart_API
134te,296826.0,0.0202656,IAEA_Livechart_API
134te,296982.16000000003,0.00199968,IAEA_Livechart_API
134te,401884.0,0.20768,IAEA_Livechart_API
134te,429865.0,0.0300192,IAEA_Livechart_API
134te,433982.0,0.0060416,IAEA_Livechart_API
134te,434867.0,0.001212096,IAEA_Livechart_API
134te,435039.39,0.000138768,IAEA_Livechart_API
134te,734024.0,0.06785,IAEA_Livechart_API
134te,762005.0,0.0093515,IAEA_Livechart_API
134te,766122.0,0.00188505,IAEA_Livechart_API
134te,767007.0,0.000379665,IAEA_Livechart_API
134te,767179.39,0.0000436895,IAEA_Livechart_API
134te,1247190.0,0.074,IAEA_Livechart_API
134te,1274065.0,0.00914,IAEA_Livechart_API
134te,1277998.0,0.001816,IAEA_Livechart_API
134te,1278836.0,0.000359,IAEA_Livechart_API
134te,1278992.16,0.0000389,IAEA_Livechart_API
131te,47964.00000000001,4.9,IAEA_Livechart_API
131te,68884.0,4.4428,IAEA_Livechart_API
131te,75945.0,0.600936,IAEA_Livechart_API
131te,80062.0,0.121128,IAEA_Livechart_API
131te,80947.0,0.0273616,IAEA_Livechart_API
131te,80947.0,0.0245,IAEA_Livechart_API
131te,81119.39,0.0028616,IAEA_Livechart_API
131te,96865.0,0.608204,IAEA_Livechart_API
131te,100982.0,0.12256,IAEA_Livechart_API
131te,101867.0,0.0248184,IAEA_Livechart_API
131te,101867.0,0.0277292,IAEA_Livechart_API
131te,102039.39,0.00290314,IAEA_Livechart_API
131te,116534.0,1.029,IAEA_Livechart_API
131te,116540.0,14.2416,IAEA_Livechart_API
131te,144515.0,0.13181,IAEA_Livechart_API
131te,144521.0,1.85072,IAEA_Livechart_API
131te,148632.0,0.026607,IAEA_Livechart_API
131te,148638.0,0.373584,IAEA_Livechart_API
131te,149517.0,0.0060172,IAEA_Livechart_API
131te,149517.0,0.0053851,IAEA_Livechart_API
131te,149523.0,0.0844864,IAEA_Livechart_API
131te,149523.0,0.0756112,IAEA_Livechart_API
131te,149689.39,0.00063063,IAEA_Livechart_API
131te,149695.39,0.00885456,IAEA_Livechart_API
131te,150430.0,16.8091,IAEA_Livechart_API
131te,167454.0,0.18928,IAEA_Livechart_API
131te,177305.0,6.3455,IAEA_Livechart_API
131te,181238.0,1.39601,IAEA_Livechart_API
131te,182076.0,0.35483,IAEA_Livechart_API
131te,182076.0,0.35483,IAEA_Livechart_API
131te,182232.16,0.025792,IAEA_Livechart_API
131te,195435.0,0.0232232,IAEA_Livechart_API
131te,199552.0,0.00464464,IAEA_Livechart_API
131te,200437.0,0.0010374,IAEA_Livechart_API
131te,200437.0,0.000931112,IAEA_Livechart_API
131te,200609.38999999998,0.0001062152,IAEA_Livechart_API
131te,207754.00000000003,0.13176,IAEA_Livechart_API
131te,235735.0,0.0141276,IAEA_Livechart_API
131te,239852.0,0.0028182,IAEA_Livechart_API
131te,240737.0,0.000631716,IAEA_Livechart_API
131te,240737.0,0.000566568,IAEA_Livechart_API
131te,240909.39,0.0000650016,IAEA_Livechart_API
131te,245384.0,0.06192,IAEA_Livechart_API
131te,273365.0,0.0085828,IAEA_Livechart_API
131te,277482.0,0.00172516,IAEA_Livechart_API
131te,278367.0,0.00034916,IAEA_Livechart_API
131te,278367.0,0.00039044,IAEA_Livechart_API
131te,278539.39,0.000041108,IAEA_Livechart_API
131te,301094.0,0.23972,IAEA_Livechart_API
131te,329075.0,0.031348,IAEA_Livechart_API
131te,333192.0,0.006454,IAEA_Livechart_API
131te,334077.0,0.00143832,IAEA_Livechart_API
131te,334077.0,0.0012908,IAEA_Livechart_API
131te,334249.39,0.000144754,IAEA_Livechart_API
131te,350883.0,0.01466816,IAEA_Livechart_API
131te,378864.0,0.002039232,IAEA_Livechart_API
131te,382981.0,0.000411424,IAEA_Livechart_API
131te,383866.0,0.0000822848,IAEA_Livechart_API
131te,383866.0,0.000098384,IAEA_Livechart_API
131te,384038.39,0.000009364368,IAEA_Livechart_API
131te,419124.0,0.021,IAEA_Livechart_API
131te,419147.0,0.1910748,IAEA_Livechart_API
