pl_name,hostname,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_dist,disc_facility
"TOI-178 e","TOI-178",0.0783000000,0.0023000000,-0.0024000000,62.69900000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-178 f","TOI-178",0.1039000000,0.0031000000,-0.0031000000,62.69900000,"Multiple Observatories"
"TOI-178 g","TOI-178",0.1275000000,0.0038000000,-0.0039000000,62.69900000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4364 b","TOI-4364",0.0475300000,0.0005300000,-0.0005400000,43.96620000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4552 b","TOI-4552",0.0056255000,0.0000003000,-0.0000003000,27.26840000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-6109 c","TOI-6109",0.0786000000,0.0005000000,-0.0003000000,151.73800000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-6109 b","TOI-6109",0.0599000000,0.0007000000,-0.0004000000,151.73800000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-204 b","Kepler-204",0.1170000000,,,686.72300000,"Kepler"
"HIP 5158 b","HIP 5158",0.8900000000,,,51.60260000,"La Silla Observatory"
"Kepler-1311 c","Kepler-1311",0.0375300000,0.0002700000,-0.0002700000,866.33100000,"Kepler"
"TOI-908 b","TOI-908",0.0416570000,0.0000020000,-0.0000020000,175.74800000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-366 c","Kepler-366",0.1100000000,,,1856.28000000,"Kepler"
"HD 136118 b","HD 136118",2.3270000000,0.1000000000,-0.1100000000,51.43590000,"Multiple Observatories"
"Kepler-283 b","Kepler-283",0.0820000000,,,468.09400000,"Kepler"
"GJ 357 b","GJ 357",0.0360000000,0.0004000000,-0.0004000000,9.44181000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1052 c","TOI-1052",0.2263000000,0.0024000000,-0.0023000000,129.80400000,"Multiple Observatories"
"Kepler-185 c","Kepler-185",0.1390000000,,,466.73500000,"Kepler"
"Kepler-1999 b","Kepler-1999",0.0713000000,,,701.25500000,"Kepler"
"Kepler-1285 b","Kepler-1285",0.1275800000,0.0006600000,-0.0006600000,422.26900000,"Kepler"
"TOI-470 b","TOI-470",0.1190000000,0.0080000000,-0.0080000000,130.46000000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1003 b","Kepler-1003",0.0433300000,0.0001700000,-0.0001700000,941.90200000,"Kepler"
"Kepler-213 b","Kepler-213",0.0360000000,,,634.93900000,"Kepler"
"Kepler-112 b","Kepler-112",0.0760000000,,,513.20600000,"Kepler"
"TOI-2095 b","TOI-2095",0.1010000000,0.0050000000,-0.0050000000,41.91760000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1470 c","TOI-1470",0.1060000000,0.0010000000,-0.0010000000,51.95030000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1038 c","Kepler-1038",0.0692000000,,,584.13600000,"Kepler"
"HD 109271 c","HD 109271",0.1960000000,0.0030000000,-0.0030000000,55.87160000,"La Silla Observatory"
"TOI-5293 A b","TOI-5293 A",0.0340000000,0.0040000000,-0.0030000000,162.22900000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-26 e","Kepler-26",0.2200000000,,,335.30700000,"Kepler"
"Kepler-1731 b","Kepler-1731",0.1399000000,0.0009500000,-0.0009500000,169.94800000,"Kepler"
"TOI-622 b","TOI-622",0.0708000000,0.0052000000,-0.0059000000,123.29700000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-169 b","Kepler-169",0.0400000000,,,406.52900000,"Kepler"
"Kepler-239 b","Kepler-239",0.0950000000,,,648.10900000,"Kepler"
"Kepler-1812 b","Kepler-1812",0.0765000000,,,1409.19000000,"Kepler"
"Kepler-738 b","Kepler-738",0.1552000000,,,1113.65000000,"Kepler"
"Kepler-1778 b","Kepler-1778",0.0956000000,,,1276.29000000,"Kepler"
"Kepler-1005 b","Kepler-1005",0.0671700000,0.0006800000,-0.0006800000,567.80600000,"Kepler"
"Kepler-617 b","Kepler-617",0.0219000000,,,173.35400000,"Kepler"
"Kepler-371 c","Kepler-371",0.3130000000,,,813.19200000,"Kepler"
"Kepler-211 b","Kepler-211",0.0480000000,,,309.35300000,"Kepler"
"HD 25912 b","HD 25912",0.2420000000,0.0090000000,-0.0100000000,49.16610000,"Multiple Observatories"
"TOI-4010 b","TOI-4010",0.0229000000,0.0002000000,-0.0002000000,177.50400000,"Transiting Exoplanet Survey Satellite (TESS)"
"GJ 367 b","GJ 367",0.0070900000,0.0002700000,-0.0002700000,9.41263000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2641 b","TOI-2641",0.0607000000,0.0042000000,-0.0043000000,344.04500000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 284149 AB b","HD 284149 A",431.1600000000,2.9300000000,-2.9300000000,117.80700000,"Paranal Observatory"
"Kepler-925 b","Kepler-925",0.1805000000,,,611.11500000,"Kepler"
"Kepler-54 c","Kepler-54",0.0809000000,,,271.70100000,"Kepler"
"HD 210193 b","HD 210193",1.4870000000,0.0310000000,-0.0310000000,42.20290000,"Las Campanas Observatory"
"HIP 54597 b","HIP 54597",4.0000000000,0.1000000000,-0.1000000000,39.74290000,"La Silla Observatory"
"TOI-1235 b","TOI-1235",0.0384500000,0.0003700000,-0.0004000000,39.63450000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4010 e","TOI-4010",1.5700000000,0.1200000000,-0.1300000000,177.50400000,"Roque de los Muchachos Observatory"
"TOI-1680 b","TOI-1680",0.0314400000,0.0002500000,-0.0002600000,37.22090000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-84 b","WASP-84",0.0778000000,0.0021000000,-0.0021000000,100.58800000,"SuperWASP"
"Kepler-801 b","Kepler-801",0.0795000000,,,440.42600000,"Kepler"
"Kepler-750 c","Kepler-750",0.0500900000,0.0004500000,-0.0004500000,1296.02000000,"Kepler"
"Kepler-117 b","Kepler-117",0.1445000000,0.0047000000,-0.0014000000,1455.57000000,"Kepler"
"Kepler-1724 b","Kepler-1724",0.0683000000,,,1060.77000000,"Kepler"
"GJ 180 d","GJ 180",0.3090000000,0.0100000000,-0.0100000000,11.94070000,"Multiple Facilities"
"Kepler-34 b","Kepler-34",1.0896000000,0.0009000000,-0.0009000000,1800.82000000,"Kepler"
"MOA-2011-BLG-291L b","MOA-2011-BLG-291L",0.6900000000,0.2400000000,-0.2400000000,4400.00000000,"MOA"
"OGLE-2019-BLG-0468L b","OGLE-2019-BLG-0468L",3.2900000000,4.1500000000,-2.5200000000,4400.00000000,"OGLE"
"OGLE-2019-BLG-0960L b","OGLE-2019-BLG-0960L",1.9000000000,0.4300000000,-0.4300000000,980.00000000,"OGLE"
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",3.0400000000,1.1600000000,-0.7500000000,3930.00000000,"OGLE"
"Kepler-126 c","Kepler-126",0.1620000000,,,237.40100000,"Kepler"
"TOI-1052 b","TOI-1052",0.0910300000,0.0006200000,-0.0006300000,129.80400000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1455 b","Kepler-1455",0.2149000000,0.0055000000,-0.0054000000,357.62100000,"Kepler"
"Kepler-998 b","Kepler-998",0.0626000000,,,986.36400000,"Kepler"
"WASP-84 c","WASP-84",0.0235900000,0.0010000000,-0.0010000000,100.58800000,"Transiting Exoplanet Survey Satellite (TESS)"
"eps CrB b","eps CrB",1.3000000000,,,69.86830000,"Bohyunsan Optical Astronomical Observatory"
"GJ 685 b","GJ 685",0.1344000000,0.0052000000,-0.0051000000,14.31550000,"Roque de los Muchachos Observatory"
"TOI-4010 c","TOI-4010",0.0580000000,0.0010000000,-0.0010000000,177.50400000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-3 c","K2-3",0.1357000000,0.0023000000,-0.0022000000,44.07270000,"K2"
"K2-3 d","K2-3",0.2014000000,0.0034000000,-0.0033000000,44.07270000,"K2"
"Kepler-733 b","Kepler-733",0.1483000000,,,916.70600000,"Kepler"
"KMT-2017-BLG-1057L b","KMT-2017-BLG-1057L",2.3600000000,0.6900000000,-0.6200000000,6500.00000000,"KMTNet"
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L",2.1800000000,0.5800000000,-0.7200000000,5830.00000000,"OGLE"
"Kepler-1451 b","Kepler-1451",0.2101000000,,,1058.72000000,"Kepler"
"Kepler-108 c","Kepler-108",0.7210000000,,,338.73200000,"Kepler"
"KMT-2019-BLG-1339L b","KMT-2019-BLG-1339L",2.1500000000,2.5900000000,-1.5800000000,6120.00000000,"KMTNet"
"Kepler-397 b","Kepler-397",0.1440000000,,,969.00000000,"Kepler"
"OGLE-2003-BLG-235L b","OGLE-2003-BLG-235L",4.3000000000,2.5000000000,-0.8000000000,5800.00000000,"OGLE"
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L",0.8700000000,0.0300000000,-0.0300000000,1760.00000000,"OGLE"
"KMT-2021-BLG-1077L c","KMT-2021-BLG-1077L",0.9300000000,1.0500000000,-0.8000000000,8240.00000000,"KMTNet"
"TOI-5344 b","TOI-5344",0.0404100000,0.0007500000,-0.0007500000,138.36700000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 11964 b","HD 11964",3.1600000000,0.1900000000,-0.1900000000,33.53690000,"W. M. Keck Observatory"
"HD 132406 b","HD 132406",1.9800000000,0.0600000000,-0.0600000000,70.78320000,"Haute-Provence Observatory"
"DMPP-3 A b","DMPP-3 A",0.0595800000,0.0011900000,-0.0004300000,46.89170000,"La Silla Observatory"
"DMPP-2 b","DMPP-2",0.0663800000,0.0004600000,-0.0004600000,137.94000000,"Multiple Facilities"
"TOI-1801 b","TOI-1801",0.0750000000,0.0010000000,-0.0010000000,30.67960000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-52 d","Kepler-52",0.1820000000,,,321.54200000,"Kepler"
"TOI-1853 b","TOI-1853",0.0213000000,0.0005000000,-0.0005000000,165.10500000,"Transiting Exoplanet Survey Satellite (TESS)"
"LHS 475 b","LHS 475",0.0203700000,0.0003700000,-0.0003700000,12.48140000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-756 b","Kepler-756",0.0219000000,,,852.00000000,"Kepler"
"EPIC 229004835 b","EPIC 229004835",0.1237000000,0.0017000000,-0.0017000000,121.97100000,"K2"
"Kepler-1286 b","Kepler-1286",0.0991000000,,,1354.46000000,"Kepler"
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L",2.7000000000,0.9000000000,-0.9000000000,5600.00000000,"OGLE"
"Kepler-132 c","Kepler-132",0.0680000000,,,349.54900000,"Kepler"
"OGLE-2016-BLG-0263L b","OGLE-2016-BLG-0263L",5.4000000000,1.1000000000,-1.6000000000,6500.00000000,"OGLE"
"OGLE-2017-BLG-0364L b","OGLE-2017-BLG-0364L",3.7900000000,0.7600000000,-0.8900000000,7860.00000000,"OGLE"
"UKIRT-2017-BLG-001L b","UKIRT-2017-BLG-001L",4.1800000000,0.9600000000,-0.8800000000,6300.00000000,"Mauna Kea Observatory"
"OGLE-2018-BLG-1126L b","OGLE-2018-BLG-1126L",3.2300000000,1.2900000000,-1.7100000000,5700.00000000,"KMTNet"
"KMT-2019-BLG-0298L b","KMT-2019-BLG-0298L",5.6700000000,2.7000000000,-2.7000000000,6710.00000000,"KMTNet"
"Kepler-1430 b","Kepler-1430",0.0304000000,,,875.52300000,"Kepler"
"Kepler-924 b","Kepler-924",0.3131800000,0.0028000000,-0.0028000000,1053.04000000,"Kepler"
"K2-73 b","K2-73",0.0761900000,0.0007200000,-0.0007200000,269.18300000,"K2"
"pi Men c","HD 39091",0.0683900000,0.0005000000,-0.0005000000,18.27020000,"Transiting Exoplanet Survey Satellite (TESS)"
"HIP 38594 b","HIP 38594",0.2560000000,0.0030000000,-0.0030000000,17.78860000,"Multiple Observatories"
"Kepler-1903 b","Kepler-1903",0.1321000000,,,1775.44000000,"Kepler"
"TOI-5126 c","TOI-5126",0.1439000000,0.0019000000,-0.0018000000,160.41400000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5126 b","TOI-5126",0.0651900000,0.0008700000,-0.0008200000,160.41400000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1453 b","Kepler-1453",0.2620000000,,,1196.04000000,"Kepler"
"G 264-012 c","G 264-012",0.0525000000,0.0014000000,-0.0014000000,16.00900000,"Calar Alto Observatory"
"HD 128311 b","HD 128311",1.0840000000,0.0060000000,-0.0060000000,16.32920000,"W. M. Keck Observatory"
"MOA-2016-BLG-526L b","MOA-2016-BLG-526L",2.0700000000,0.3500000000,-0.3500000000,6930.00000000,"MOA"
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",4.5100000000,1.6600000000,-1.1500000000,2510.00000000,"OGLE"
"KMT-2018-BLG-0087L b","KMT-2018-BLG-0087L",0.8700000000,0.2400000000,-0.2500000000,7020.00000000,"KMTNet"
"Kepler-535 b","Kepler-535",0.0601100000,0.0002900000,-0.0002900000,685.59900000,"Kepler"
"OGLE-2007-BLG-368L b","OGLE-2007-BLG-368L",2.8000000000,0.5000000000,-0.6000000000,5900.00000000,"OGLE"
"OGLE-2018-BLG-0799L b","OGLE-2018-BLG-0799L",1.2800000000,0.4800000000,-0.3400000000,4050.00000000,"OGLE"
"MOA-2010-BLG-328L b","MOA-2010-BLG-328L",0.9200000000,0.1600000000,-0.1600000000,810.00000000,"MOA"
"MOA-2012-BLG-006L b","MOA-2012-BLG-006L",10.2000000000,1.8000000000,-2.4000000000,5300.00000000,"Multiple Observatories"
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L",1.8000000000,2.1000000000,-1.5000000000,7100.00000000,"OGLE"
"KMT-2018-BLG-0748L b","KMT-2018-BLG-0748L",0.6200000000,0.0900000000,-0.0900000000,7300.00000000,"KMTNet"
"Kepler-1763 b","Kepler-1763",0.0257000000,,,756.48600000,"Kepler"
"BD+20 594 b","BD+20 594",0.2410000000,0.0190000000,-0.0170000000,179.46100000,"K2"
"HD 147873 b","HD 147873",0.5220000000,0.0180000000,-0.0180000000,109.05500000,"Multiple Observatories"
"HIP 113103 c","HIP 113103",0.1047900000,0.0004500000,-0.0003500000,46.21220000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1061 b","Kepler-1061",0.0388000000,0.0004000000,-0.0004000000,543.37500000,"Kepler"
"Kepler-1539 b","Kepler-1539",0.4765000000,,,748.32600000,"Kepler"
"Kepler-1995 b","Kepler-1995",0.3259000000,,,595.33100000,"Kepler"
"TOI-199 b","TOI-199",0.4254000000,0.0020000000,-0.0020000000,102.27000000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5398 b","TOI-5398",0.0980000000,0.0050000000,-0.0050000000,130.85500000,"Transiting Exoplanet Survey Satellite (TESS)"
"GJ 3942 b","GJ 3942",0.0608000000,0.0068000000,-0.0068000000,16.92870000,"Roque de los Muchachos Observatory"
"HD 110067 f","HD 110067",0.2163000000,0.0026000000,-0.0026000000,32.15850000,"Multiple Observatories"
"HD 11506 b","HD 11506",2.8850000000,0.0160000000,-0.0160000000,51.26100000,"W. M. Keck Observatory"
"Kepler-235 d","Kepler-235",0.1220000000,,,428.01800000,"Kepler"
"OGLE-2017-BLG-1806L b","OGLE-2017-BLG-1806L",1.7500000000,0.4600000000,-0.4700000000,6400.00000000,"OGLE"
"Kepler-1530 d","Kepler-1530",0.0827600000,0.0004200000,-0.0004200000,489.87600000,"Kepler"
"Kepler-661 b","Kepler-661",0.0585000000,,,534.78800000,"Kepler"
"MOA-2011-BLG-028L b","MOA-2011-BLG-028L",4.1400000000,0.6400000000,-0.6400000000,7380.00000000,"MOA"
"MOA-2013-BLG-605L b","MOA-2013-BLG-605L",0.9300000000,0.0800000000,-0.0800000000,850.00000000,"MOA"
"OGLE-2012-BLG-0406L b","OGLE-2012-BLG-0406L",3.4500000000,0.2600000000,-0.2600000000,4970.00000000,"OGLE"
"KMT-2022-BLG-0440L b","KMT-2022-BLG-0440L",1.9000000000,0.6000000000,-0.7000000000,3500.00000000,"KMTNet"
"Kepler-1076 b","Kepler-1076",0.0611000000,,,199.00000000,"Kepler"
"OGLE-2018-BLG-0383L b","OGLE-2018-BLG-0383L",1.8000000000,0.2000000000,-0.2000000000,7700.00000000,"OGLE"
"Kepler-1258 b","Kepler-1258",0.0182400000,0.0000600000,-0.0000600000,717.55500000,"Kepler"
"Kepler-87 c","Kepler-87",0.6760000000,0.0370000000,-0.0400000000,1232.90000000,"Kepler"
"HD 110067 e","HD 110067",0.1785000000,0.0022000000,-0.0022000000,32.15850000,"Multiple Observatories"
"HD 110067 c","HD 110067",0.1039000000,0.0013000000,-0.0013000000,32.15850000,"Multiple Observatories"
"HD 147018 c","HD 147018",1.9220000000,0.0390000000,-0.0390000000,40.42560000,"La Silla Observatory"
"Kepler-1896 b","Kepler-1896",0.2529000000,,,1732.91000000,"Kepler"
"Kepler-1681 b","Kepler-1681",0.3200000000,,,758.30000000,"Kepler"
"GJ 2126 b","GJ 2126",0.7100000000,0.0300000000,-0.0300000000,38.12900000,"La Silla Observatory"
"HD 1605 b","HD 1605",1.4920000000,0.0380000000,-0.0380000000,88.80470000,"Multiple Observatories"
"Kepler-139 d","Kepler-139",0.0755533961,,,391.03800000,"Kepler"
"Kepler-1171 b","Kepler-1171",0.0284000000,,,573.00000000,"Kepler"
"Kepler-336 d","Kepler-336",0.1540000000,,,768.86000000,"Kepler"
"CoRoT-16 b","CoRoT-16",0.0618000000,0.0015000000,-0.0015000000,732.40900000,"CoRoT"
"KMT-2018-BLG-0030L b","KMT-2018-BLG-0030L",4.3900000000,2.1800000000,-2.4000000000,6480.00000000,"KMTNet"
"KMT-2022-BLG-1013L b","KMT-2022-BLG-1013L",1.3800000000,0.1800000000,-0.2000000000,7710.00000000,"KMTNet"
"alf Tau b","alf Tau",1.4600000000,0.2700000000,-0.2700000000,20.43320000,"Multiple Observatories"
"Kepler-1031 b","Kepler-1031",0.0218000000,,,682.88200000,"Kepler"
"mu Leo b","mu Leo",1.1000000000,0.1000000000,-0.1000000000,32.60810000,"Bohyunsan Optical Astronomical Observatory"
"HD 60292 b","HD 60292",1.5000000000,0.1000000000,-0.1000000000,315.21100000,"Bohyunsan Optical Astronomical Observatory"
"HD 20794 d","HD 20794",0.3625000000,0.0015000000,-0.0016000000,6.00278000,"La Silla Observatory"
"HD 39194 c","HD 39194",0.1083000000,0.0017000000,-0.0017000000,26.41310000,"La Silla Observatory"
"TOI-4377 b","TOI-4377",0.0579000000,0.0010000000,-0.0011000000,455.82000000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1533 b","Kepler-1533",0.9341600000,0.0156500000,-0.0156500000,966.80100000,"Kepler"
"TOI-2373 b","TOI-2373",0.1120000000,0.0010000000,-0.0010000000,508.68600000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-61 b","Kepler-61",0.2486100000,0.0096400000,-0.0096400000,335.07900000,"Kepler"
"Kepler-120 c","Kepler-120",0.0880000000,,,388.63000000,"Kepler"
"Kepler-1403 b","Kepler-1403",0.0640000000,,,2163.90000000,"Kepler"
"TOI-1994 b","TOI-1994",0.0613000000,0.0019000000,-0.0019000000,515.60300000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2524 b","TOI-2524",0.0730000000,0.0007000000,-0.0007000000,438.84200000,"Transiting Exoplanet Survey Satellite (TESS)"
"KMT-2022-BLG-1790L b","KMT-2022-BLG-1790L",5.2500000000,0.7500000000,-1.0400000000,6480.00000000,"KMTNet"
"HD 108874 c","HD 108874",2.6590000000,0.0600000000,-0.0600000000,59.51750000,"W. M. Keck Observatory"
"Kepler-118 c","Kepler-118",0.1410000000,,,574.22800000,"Kepler"
"Kepler-822 b","Kepler-822",0.0407800000,0.0004600000,-0.0004600000,860.39100000,"Kepler"
"TOI-238 c","TOI-238",0.0749000000,0.0013000000,-0.0013000000,80.54070000,"Multiple Observatories"
"Kepler-608 b","Kepler-608",0.0685000000,,,946.68300000,"Kepler"
"HD 181720 b","HD 181720",1.8500000000,0.0400000000,-0.0400000000,60.20460000,"La Silla Observatory"
"Kepler-388 c","Kepler-388",0.0930000000,,,425.00000000,"Kepler"
"Kepler-900 b","Kepler-900",0.0679000000,,,487.52500000,"Kepler"
"Kepler-666 b","Kepler-666",0.0542000000,,,1508.71000000,"Kepler"
"HIP 91258 b","HIP 91258",0.0600000000,0.0000000000,0.0000000000,45.88460000,"Haute-Provence Observatory"
"K2-22 b","K2-22",0.0090000000,0.0000000000,0.0000000000,243.83600000,"K2"
"Kepler-1606 b","Kepler-1606",0.6421000000,0.0108000000,-0.0089000000,831.28700000,"Kepler"
"HD 4917 b","HD 4917",1.1670000000,0.0650000000,-0.0650000000,204.27700000,"W. M. Keck Observatory"
"MOA-2012-BLG-505L b","MOA-2012-BLG-505L",0.9000000000,0.2500000000,-0.2100000000,7210.00000000,"MOA"
"KMT-2019-BLG-1715L b","KMT-2019-BLG-1715L",3.3200000000,0.8200000000,-0.9200000000,3860.00000000,"KMTNet"
"KMT-2021-BLG-2609L b","KMT-2021-BLG-2609L",2.3000000000,0.3200000000,-0.3600000000,7480.00000000,"KMTNet"
"Kepler-1946 b","Kepler-1946",0.0394000000,,,1002.12000000,"Kepler"
"HD 142022 A b","HD 142022 A",2.9300000000,0.0700000000,-0.0700000000,34.28020000,"La Silla Observatory"
"2MASS J03590986+2009361 b","2MASS J03590986+2009361",572.0000000000,7.0000000000,-7.0000000000,117.43500000,"European Space Agency (ESA) Gaia Satellite"
"GJ 896 A b","GJ 896 A",0.6396500000,0.0006700000,-0.0006700000,6.26022000,"Very Long Baseline Array"
"Kepler-1461 b","Kepler-1461",0.1715000000,,,679.10600000,"Kepler"
"HD 168009 b","HD 168009",0.1192000000,0.0017000000,-0.0018000000,23.30320000,"Multiple Observatories"
"Kepler-361 c","Kepler-361",0.3000000000,,,930.32000000,"Kepler"
"Kepler-763 b","Kepler-763",0.0205000000,,,962.45900000,"Kepler"
"HD 98736 b","HD 98736",1.8640000000,0.0910000000,-0.0910000000,32.44590000,"W. M. Keck Observatory"
"HD 34445 b","HD 34445",2.0700000000,0.0400000000,-0.0400000000,46.09070000,"W. M. Keck Observatory"
"GJ 3222 b","GJ 3222",0.0910000000,0.0040000000,-0.0040000000,18.23817000,"Multiple Observatories"
"OGLE-2014-BLG-0221L b","OGLE-2014-BLG-0221L",3.7600000000,0.9600000000,-1.0700000000,3680.00000000,"OGLE"
"KMT-2016-BLG-2142L b","KMT-2016-BLG-2142L",0.8300000000,0.1500000000,-0.2000000000,7010.00000000,"KMTNet"
"Kepler-340 b","Kepler-340",0.1340000000,,,808.76200000,"Kepler"
"Kepler-311 d","Kepler-311",0.7326000000,,,778.65400000,"Kepler"
"BD+48 738 b","BD+48 738",1.0000000000,,,871.49300000,"McDonald Observatory"
"Kepler-1307 b","Kepler-1307",0.1369000000,,,1014.62000000,"Kepler"
"HAT-P-55 b","HAT-P-55",0.0462800000,0.0007400000,-0.0007200000,511.38800000,"HATNet"
"HAT-P-65 b","HAT-P-65",0.0404200000,0.0005700000,-0.0005500000,738.51900000,"HATNet"
"Kepler-326 c","Kepler-326",0.0510000000,,,487.67500000,"Kepler"
"WASP-5 b","WASP-5",0.0267000000,0.0012000000,-0.0008000000,309.13700000,"SuperWASP"
"HD 48265 b","HD 48265",1.8140000000,0.0300000000,-0.0310000000,90.54460000,"Las Campanas Observatory"
"WASP-100 b","WASP-100",0.0457400000,0.0009300000,-0.0010000000,364.41100000,"SuperWASP"
"HD 20794 e","HD 20794",0.5090000000,0.0060000000,-0.0060000000,6.00278000,"La Silla Observatory"
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L",3.4900000000,1.1700000000,-1.1200000000,7730.00000000,"OGLE"
"KMT-2019-BLG-0371L b","KMT-2019-BLG-0371L",0.7900000000,0.1400000000,-0.1600000000,7010.00000000,"KMTNet"
"Kepler-132 b","Kepler-132",0.0670000000,,,349.54900000,"Kepler"
"OGLE-2017-BLG-1237L b","OGLE-2017-BLG-1237L",2.5300000000,0.5000000000,-0.6400000000,6030.00000000,"OGLE"
"MOA-bin-29 b","MOA-bin-29",0.4800000000,0.1200000000,-0.1000000000,7120.00000000,"MOA"
"2MASS J21252752-8138278 b","2MASS J21252752-8138278",7493.0000000000,11.0000000000,-11.0000000000,34.11540000,"European Space Agency (ESA) Gaia Satellite"
"Kepler-707 b","Kepler-707",0.0325000000,,,591.77600000,"Kepler"
"Kepler-262 b","Kepler-262",0.1080000000,,,613.12900000,"Kepler"
"Kepler-265 c","Kepler-265",0.1270000000,,,1280.25000000,"Kepler"
"HD 18143 b","HD 18143",0.0880000000,0.0030000000,-0.0040000000,22.52430000,"Multiple Observatories"
"Kepler-1572 b","Kepler-1572",0.0583800000,0.0004000000,-0.0004000000,946.60200000,"Kepler"
"Kepler-352 c","Kepler-352",0.1180000000,,,252.73300000,"Kepler"
"Kepler-278 c","Kepler-278",0.2870000000,0.0070000000,-0.0070000000,443.03000000,"Kepler"
"WASP-157 b","WASP-157",0.0499000000,0.0006000000,-0.0006000000,334.03700000,"SuperWASP"
"KMT-2023-BLG-0469L b","KMT-2023-BLG-0469L",2.3100000000,0.3400000000,-0.3900000000,7070.00000000,"KMTNet"
"KMT-2021-BLG-0192L b","KMT-2021-BLG-0192L",1.6200000000,0.3300000000,-0.3000000000,5120.00000000,"KMTNet"
"KMT-2016-BLG-2364L b","KMT-2016-BLG-2364L",2.6300000000,0.4600000000,-0.6500000000,6440.00000000,"KMTNet"
"KMT-2018-BLG-1988L b","KMT-2018-BLG-1988L",3.0900000000,1.3300000000,-1.0500000000,4150.00000000,"KMTNet"
"Kepler-400 c","Kepler-400",0.1340000000,,,845.97000000,"Kepler"
"HATS-2 b","HATS-2",0.0231700000,0.0004400000,-0.0004400000,341.92500000,"HATSouth"
"Kepler-1683 b","Kepler-1683",0.1182000000,,,733.14300000,"Kepler"
"Kepler-1634 b","Kepler-1634",1.0525000000,,,617.33900000,"Kepler"
"Kepler-122 b","Kepler-122",0.0640000000,,,1027.45000000,"Kepler"
"BD+60 1417 b","BD+60 1417",1662.0000000000,,,44.95430000,"Wide-field Infrared Survey Explorer (WISE) Satellite Mission"
"GJ 9827 c","GJ 9827",0.0395000000,0.0009000000,-0.0009000000,29.66100000,"K2"
"TOI-1273 b","TOI-1273",0.0549000000,0.0010000000,-0.0010000000,177.11800000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1347 c","TOI-1347",0.0546000000,0.0009000000,-0.0010000000,147.47600000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-271 d","Kepler-271",0.0555400000,0.0006800000,-0.0006800000,404.54200000,"Kepler"
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L",2.0900000000,0.6300000000,-0.6300000000,7690.00000000,"OGLE"
"GJ 273 c","GJ 273",0.0364670000,0.0000020000,-0.0000020000,5.92153500,"La Silla Observatory"
"KMT-2021-BLG-0748L b","KMT-2021-BLG-0748L",2.4300000000,0.6700000000,-0.6700000000,6090.00000000,"KMTNet"
"Kepler-446 c","Kepler-446",0.0283000000,,,96.33900000,"Kepler"
"KMT-2023-BLG-1642L b","KMT-2023-BLG-1642L",1.4100000000,0.2200000000,-0.2700000000,6980.00000000,"KMTNet"
"MOA-2010-BLG-117L b","MOA-2010-BLG-117L",2.4200000000,0.2600000000,-0.2600000000,3500.00000000,"MOA"
"HD 22532 b","HD 22532",1.9000000000,0.0040000000,-0.0040000000,161.18300000,"La Silla Observatory"
"Kepler-235 c","Kepler-235",0.0650000000,,,428.01800000,"Kepler"
