pl_name,hostname,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_dist,disc_facility
"Kepler-1167 b","Kepler-1167",0.0175000000,,,820.90500000,"Kepler"
"Kepler-1740 b","Kepler-1740",0.0779000000,,,1061.77000000,"Kepler"
"Kepler-1581 b","Kepler-1581",0.0686500000,0.0007300000,-0.0007300000,493.17500000,"Kepler"
"Kepler-644 b","Kepler-644",0.0464100000,0.0002900000,-0.0002900000,1318.05000000,"Kepler"
"Kepler-1752 b","Kepler-1752",0.2698000000,,,962.88800000,"Kepler"
"Kepler-280 c","Kepler-280",0.0560000000,,,780.36100000,"Kepler"
"Kepler-1208 b","Kepler-1208",0.0901000000,,,825.17600000,"Kepler"
"Kepler-263 c","Kepler-263",0.2420000000,,,754.74700000,"Kepler"
"Kepler-1101 b","Kepler-1101",0.3483000000,,,742.47300000,"Kepler"
"HD 168746 b","HD 168746",0.0700000000,0.0000000000,0.0000000000,41.56810000,"La Silla Observatory"
"Kepler-560 b","Kepler-560",0.0899000000,0.0031000000,-0.0062000000,109.30800000,"Kepler"
"Kepler-150 d","Kepler-150",0.1040000000,,,891.09200000,"Kepler"
"Kepler-498 b","Kepler-498",0.0897000000,,,938.84400000,"Kepler"
"Kepler-817 b","Kepler-817",0.0493000000,,,1484.46000000,"Kepler"
"Kepler-937 b","Kepler-937",0.3214000000,,,1571.46000000,"Kepler"
"K2-10 b","K2-10",0.1370000000,0.0015000000,-0.0015000000,272.36000000,"K2"
"Kepler-571 b","Kepler-571",0.0546000000,,,723.87500000,"Kepler"
"Kepler-1458 b","Kepler-1458",0.2486900000,0.0015200000,-0.0015200000,544.45000000,"Kepler"
"Kepler-1600 c","Kepler-1600",0.0696100000,0.0007700000,-0.0007700000,1030.81000000,"Kepler"
"Kepler-221 d","Kepler-221",0.0870000000,,,385.23100000,"Kepler"
"Kepler-626 b","Kepler-626",0.1091300000,0.0008800000,-0.0008800000,635.64300000,"Kepler"
"Kepler-1549 b","Kepler-1549",0.6687000000,,,803.05200000,"Kepler"
"K2-62 c","K2-62",0.1148000000,0.0025000000,-0.0025000000,112.46700000,"K2"
"Kepler-1149 b","Kepler-1149",0.0473000000,,,1217.73000000,"Kepler"
"Kepler-1288 b","Kepler-1288",0.0413500000,0.0003300000,-0.0003300000,814.07800000,"Kepler"
"Kepler-128 b","Kepler-128",0.1254500000,0.0020600000,-0.0020600000,396.37900000,"Kepler"
"Kepler-1245 b","Kepler-1245",0.0484000000,,,805.93600000,"Kepler"
"Kepler-1068 b","Kepler-1068",0.1303800000,0.0011900000,-0.0011900000,1473.61000000,"Kepler"
"Kepler-311 c","Kepler-311",0.1450000000,,,778.65400000,"Kepler"
"Kepler-150 e","Kepler-150",0.1890000000,,,891.09200000,"Kepler"
"Kepler-272 c","Kepler-272",0.0610000000,,,889.60800000,"Kepler"
"Kepler-152 c","Kepler-152",0.3560000000,,,441.09000000,"Kepler"
"Kepler-1506 b","Kepler-1506",0.1168000000,,,2366.02000000,"Kepler"
"CoRoT-3 b","CoRoT-3",0.0578300000,0.0008500000,-0.0008500000,768.77100000,"CoRoT"
"HD 205739 b","HD 205739",0.8960000000,0.0190000000,-0.0150000000,92.50870000,"Las Campanas Observatory"
"NGTS-10 b","NGTS-10",0.0143000000,0.0010000000,-0.0010000000,324.69865036,"Next-Generation Transit Survey (NGTS)"
"HD 224693 b","HD 224693",0.1910000000,0.0140000000,-0.0140000000,93.50150000,"W. M. Keck Observatory"
"HD 156279 b","HD 156279",0.5020000000,0.0200000000,-0.0220000000,36.19450000,"Haute-Provence Observatory"
"HD 12661 b","HD 12661",0.8400000000,0.0200000000,-0.0200000000,37.84780000,"Multiple Observatories"
"HD 16417 b","HD 16417",0.1400000000,0.0100000000,-0.0100000000,25.39360000,"Anglo-Australian Telescope"
"HD 19994 b","HD 19994",1.3050000000,0.0160000000,-0.0160000000,22.52420000,"La Silla Observatory"
"HD 156279 c","HD 156279",5.4860000000,0.2190000000,-0.2400000000,36.19450000,"W. M. Keck Observatory"
"GJ 179 b","GJ 179",2.4100000000,0.0400000000,-0.0400000000,12.35600000,"W. M. Keck Observatory"
"GQ Lup b","GQ Lup",100.0000000000,,,151.16900000,"Paranal Observatory"
"GJ 832 b","GJ 832",3.7000000000,0.1000000000,-0.1000000000,4.96435000,"Anglo-Australian Telescope"
"HD 37605 b","HD 37605",0.2770000000,0.0150000000,-0.0150000000,46.78640000,"McDonald Observatory"
"HD 33283 b","HD 33283",0.1508000000,0.0087000000,-0.0087000000,89.86230000,"W. M. Keck Observatory"
"HD 9446 b","HD 9446",0.1890000000,0.0060000000,-0.0060000000,50.35030000,"Haute-Provence Observatory"
"HD 134987 c","HD 134987",5.8000000000,0.5000000000,-0.5000000000,26.18040000,"Multiple Observatories"
"HD 110014 b","HD 110014",2.1400000000,0.0300000000,-0.0300000000,100.75800000,"La Silla Observatory"
"HD 79498 b","HD 79498",2.9800000000,0.1500000000,-0.1500000000,48.94890000,"McDonald Observatory"
"HD 45652 b","HD 45652",0.2370000000,0.0110000000,-0.0110000000,34.85410000,"Haute-Provence Observatory"
"HIP 79431 b","HIP 79431",0.3600000000,,,14.53240000,"W. M. Keck Observatory"
"HD 3167 b","HD 3167",0.0179600000,0.0003700000,-0.0003100000,47.28990000,"K2"
"GJ 876 b","GJ 876",0.2083170000,0.0000200000,-0.0000200000,4.67517000,"Multiple Observatories"
"HD 114783 c","HD 114783",5.0000000000,0.1000000000,-0.1000000000,21.06280000,"W. M. Keck Observatory"
"HD 47186 c","HD 47186",2.3950000000,,,37.45740000,"La Silla Observatory"
"HD 114783 b","HD 114783",1.1600000000,0.0190000000,-0.0190000000,21.06280000,"W. M. Keck Observatory"
"HD 148156 b","HD 148156",2.4500000000,0.0400000000,-0.0500000000,57.12890000,"La Silla Observatory"
"HD 12661 c","HD 12661",2.8145000000,0.0238000000,-0.0238000000,37.84780000,"Multiple Observatories"
"HIP 14810 c","HIP 14810",0.5490000000,0.0340000000,-0.0340000000,50.48000000,"W. M. Keck Observatory"
"HIP 14810 b","HIP 14810",0.0696000000,0.0044000000,-0.0044000000,50.48000000,"W. M. Keck Observatory"
"GJ 876 d","GJ 876",0.0208066500,0.0000001500,-0.0000001500,4.67517000,"W. M. Keck Observatory"
"GJ 876 e","GJ 876",0.3343000000,0.0013000000,-0.0013000000,4.67517000,"W. M. Keck Observatory"
"gam1 Leo b","gam1 Leo",1.1900000000,0.0200000000,-0.0200000000,39.88830000,"Bohyunsan Optical Astronomical Observatory"
"HD 156411 b","HD 156411",1.8800000000,0.0300000000,-0.0400000000,56.86550000,"La Silla Observatory"
"HD 8535 b","HD 8535",2.4500000000,0.0400000000,-0.0600000000,55.44010000,"La Silla Observatory"
"HD 37605 c","HD 37605",3.7400000000,0.2100000000,-0.2100000000,46.78640000,"Multiple Observatories"
"HD 1605 c","HD 1605",3.5840000000,0.0990000000,-0.0990000000,88.80470000,"Multiple Observatories"
"BD+20 2457 b","BD+20 2457",1.4500000000,,,1539.71000000,"McDonald Observatory"
"HD 240210 b","HD 240210",1.1600000000,,,372.40500000,"McDonald Observatory"
"CoRoT-17 b","CoRoT-17",0.0461000000,0.0008000000,-0.0008000000,1176.12000000,"CoRoT"
"HD 132563 b","HD 132563",2.6200000000,0.0400000000,-0.0400000000,105.15500000,"Roque de los Muchachos Observatory"
"HD 55696 b","HD 55696",3.1800000000,0.1800000000,-0.1800000000,77.96930000,"W. M. Keck Observatory"
"HD 148164 b","HD 148164",0.9930000000,0.0660000000,-0.0660000000,77.19710000,"W. M. Keck Observatory"
"24 Sex c","24 Sex",2.0800000000,0.0500000000,-0.0200000000,72.06910000,"Lick Observatory"
"HD 22781 b","HD 22781",1.1670000000,0.0390000000,-0.0390000000,32.60340000,"Haute-Provence Observatory"
"HD 68988 b","HD 68988",0.0700000000,0.0000000000,0.0000000000,60.84470000,"Multiple Observatories"
"HD 148164 c","HD 148164",6.1500000000,0.5000000000,-0.5000000000,77.19710000,"W. M. Keck Observatory"
"HD 29985 b","HD 29985",13.3900000000,2.0710000000,-3.6800000000,31.27070000,"Multiple Observatories"
"HD 3167 c","HD 3167",0.1776000000,0.0037000000,-0.0031000000,47.28990000,"K2"
"HD 90156 b","HD 90156",0.2500000000,0.0040000000,-0.0040000000,21.94960000,"La Silla Observatory"
"HD 45350 b","HD 45350",1.9200000000,0.0700000000,-0.0700000000,46.87330000,"W. M. Keck Observatory"
"MOA-2009-BLG-266L b","MOA-2009-BLG-266L",3.2000000000,1.9000000000,-0.5000000000,3040.00000000,"MOA"
"Kepler-595 c","Kepler-595",0.0983000000,,,643.00900000,"Kepler"
"Kepler-595 b","Kepler-595",0.1582000000,,,643.00900000,"Kepler"
"HD 177830 c","HD 177830",0.5137000000,0.0003000000,-0.0003000000,62.76740000,"W. M. Keck Observatory"
"OGLE-TR-111 b","OGLE-TR-111",0.0473000000,0.0015000000,-0.0014000000,1068.33000000,"OGLE"
"PSR B1257+12 b","PSR B1257+12",0.1900000000,,,600.00000000,"Arecibo Observatory"
"PSR B1257+12 d","PSR B1257+12",0.4600000000,,,600.00000000,"Arecibo Observatory"
"MOA-2007-BLG-192L b","MOA-2007-BLG-192L",0.6200000000,0.2200000000,-0.1600000000,1000.00000000,"MOA"
"CoRoT-18 b","CoRoT-18",0.0295000000,0.0016000000,-0.0016000000,764.88900000,"CoRoT"
"Kepler-45 b","Kepler-45",0.0300000000,,,381.94900000,"Kepler"
"WASP-23 b","WASP-23",0.0376000000,0.0016000000,-0.0024000000,207.49000000,"SuperWASP"
"HD 107148 b","HD 107148",0.2690000000,0.0160000000,-0.0160000000,49.41560000,"W. M. Keck Observatory"
"SWEEPS-11 b","SWEEPS-11",0.0300000000,,,8500.00000000,"Hubble Space Telescope"
"OGLE-TR-211 b","OGLE-TR-211",0.0510000000,0.0010000000,-0.0010000000,1515.26000000,"OGLE"
"Lupus-TR-3 b","Lupus-TR-3",0.0464000000,0.0007000000,-0.0007000000,773.40900000,"Multiple Observatories"
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L",2.6000000000,1.5000000000,-0.6000000000,6600.00000000,"OGLE"
"HN Peg b","HN Peg",773.0000000000,13.0000000000,-13.0000000000,18.11860000,"Spitzer Space Telescope"
"MOA-2009-BLG-387L b","MOA-2009-BLG-387L",1.8000000000,0.9000000000,-0.7000000000,5690.00000000,"MOA"
"GJ 674 b","GJ 674",0.0390000000,,,4.54896000,"La Silla Observatory"
"CoRoT-11 b","CoRoT-11",0.0436000000,0.0050000000,-0.0050000000,655.03700000,"CoRoT"
"2MASS J04414489+2301513 b","2MASS J04414489+2301513",15.0000000000,,,120.42398696,"Hubble Space Telescope"
"GJ 3634 b","GJ 3634",0.0287000000,0.0010000000,-0.0011000000,20.37790000,"La Silla Observatory"
"CoRoT-13 b","CoRoT-13",0.0510000000,0.0031000000,-0.0031000000,1148.93000000,"CoRoT"
"OGLE-TR-10 b","OGLE-TR-10",0.0434000000,0.0013000000,-0.0015000000,1344.97000000,"OGLE"
"HD 27442 b","HD 27442",1.2710000000,0.0730000000,-0.0730000000,18.27040000,"Anglo-Australian Telescope"
"GJ 3021 b","GJ 3021",0.4900000000,,,17.55590000,"La Silla Observatory"
"CoRoT-8 b","CoRoT-8",0.0630000000,0.0010000000,-0.0010000000,322.03700000,"CoRoT"
"Kepler-18 c","Kepler-18",0.0752000000,0.0011000000,-0.0011000000,433.04700000,"Kepler"
"Kepler-18 b","Kepler-18",0.0447000000,0.0006000000,-0.0006000000,433.04700000,"Kepler"
"HD 46375 b","HD 46375",0.0398000000,0.0023000000,-0.0023000000,29.55290000,"W. M. Keck Observatory"
"HD 136352 d","HD 136352",0.4250000000,0.0120000000,-0.0120000000,14.68200000,"La Silla Observatory"
"HD 221287 b","HD 221287",1.2500000000,0.0400000000,-0.0400000000,55.92310000,"La Silla Observatory"
"HD 33564 b","HD 33564",1.1000000000,,,20.95310000,"Haute-Provence Observatory"
"HD 189733 b","HD 189733",0.0312600000,0.0003600000,-0.0003600000,19.76380000,"Haute-Provence Observatory"
"WASP-107 b","WASP-107",0.0550000000,0.0010000000,-0.0010000000,64.74140000,"SuperWASP-South"
"Kepler-4 b","Kepler-4",0.0456000000,0.0009000000,-0.0009000000,487.91600000,"Kepler"
"WASP-38 b","WASP-38",0.0752200000,0.0007400000,-0.0007500000,136.24000000,"SuperWASP"
"HAT-P-13 c","HAT-P-13",1.2580000000,0.0200000000,-0.0200000000,246.81000000,"W. M. Keck Observatory"
"Kepler-18 d","Kepler-18",0.1172000000,0.0017000000,-0.0017000000,433.04700000,"Kepler"
"HAT-P-37 b","HAT-P-37",0.0379000000,0.0006000000,-0.0006000000,390.59400000,"HATNet"
"HD 129445 b","HD 129445",2.9000000000,0.2000000000,-0.2000000000,67.43860000,"Las Campanas Observatory"
"Kepler-419 c","Kepler-419",1.6800000000,0.0300000000,-0.0300000000,1011.36000000,"Kepler"
"HD 70573 b","HD 70573",1.7600000000,0.0500000000,-0.0500000000,59.18200000,"La Silla Observatory"
"HD 47536 b","HD 47536",1.9300000000,0.3200000000,-0.3200000000,122.53600000,"La Silla Observatory"
"WASP-67 b","WASP-67",0.0517900000,0.0008000000,-0.0007800000,189.46900000,"SuperWASP"
"CoRoT-14 b","CoRoT-14",0.0270000000,0.0020000000,-0.0020000000,1744.60000000,"CoRoT"
"MOA-2008-BLG-310L b","MOA-2008-BLG-310L",1.1000000000,0.1700000000,-0.1700000000,7700.00000000,"MOA"
"Kepler-419 b","Kepler-419",0.3700000000,0.0070000000,-0.0060000000,1011.36000000,"Kepler"
"HD 24040 b","HD 24040",4.9200000000,0.2100000000,-0.2100000000,46.62240000,"W. M. Keck Observatory"
"HD 11964 c","HD 11964",0.2290000000,0.0130000000,-0.0130000000,33.53690000,"W. M. Keck Observatory"
"CoRoT-6 b","CoRoT-6",0.0855000000,0.0015000000,-0.0015000000,645.29400000,"CoRoT"
"WASP-31 b","WASP-31",0.0465900000,0.0003500000,-0.0003500000,383.82900000,"SuperWASP"
"HD 108236 f","HD 108236",0.1758000000,0.0041000000,-0.0038000000,64.59780000,"CHaracterising ExOPlanets Satellite (CHEOPS)"
"Kepler-59 c","Kepler-59",0.1311400000,0.0011600000,-0.0011600000,1163.22000000,"Kepler"
"Kepler-58 c","Kepler-58",0.1230700000,0.0010200000,-0.0010200000,969.25200000,"Kepler"
"HD 154857 c","HD 154857",5.3600000000,0.0900000000,-0.0900000000,63.44820000,"Anglo-Australian Telescope"
"KOI-217 b","KOI-217",0.0477000000,0.0007000000,-0.0007000000,914.69900000,"Kepler"
"Kepler-51 c","Kepler-51",0.3840000000,0.0150000000,-0.0150000000,783.83100000,"Kepler"
"BD-210397 c","BD-210397",5.9000000000,0.1000000000,-0.1000000000,23.73240000,"La Silla Observatory"
"Kepler-62 c","Kepler-62",0.0929000000,0.0009000000,-0.0009000000,300.87400000,"Kepler"
"Kepler-62 b","Kepler-62",0.0553000000,0.0005000000,-0.0005000000,300.87400000,"Kepler"
"CHXR 73 b","CHXR 73",210.0000000000,,,190.37400000,"Hubble Space Telescope"
"FU Tau b","FU Tau",800.0000000000,,,133.49504660,"Spitzer Space Telescope"
"GJ 667 C b","GJ 667 C",0.0504310000,0.0000040000,-0.0000040000,7.24396000,"La Silla Observatory"
"HD 168443 c","HD 168443",2.8420000000,0.1100000000,-0.1200000000,39.62450000,"W. M. Keck Observatory"
"Kepler-59 b","Kepler-59",0.0994300000,0.0008700000,-0.0008700000,1163.22000000,"Kepler"
"Kepler-53 b","Kepler-53",0.1361000000,0.0016200000,-0.0016200000,1366.07000000,"Kepler"
"HD 82943 c","HD 82943",0.7434500000,0.0001200000,-0.0001200000,27.59020000,"La Silla Observatory"
"HD 82943 b","HD 82943",1.1830600000,0.0006200000,-0.0006200000,27.59020000,"La Silla Observatory"
"UZ For b","UZ For",5.9000000000,1.4000000000,-1.4000000000,239.60387482,"Multiple Observatories"
"Kepler-69 b","Kepler-69",0.0940000000,0.0230000000,-0.0160000000,730.62500000,"Kepler"
"HIP 5158 c","HIP 5158",7.7000000000,1.8800000000,-1.8800000000,51.60260000,"La Silla Observatory"
"HU Aqr AB b","HU Aqr",3.6000000000,0.8000000000,-0.8000000000,192.19807871,"Yunnan Astronomical Observatory"
"Kepler-37 e","Kepler-37",0.2500000000,,,63.92070000,"Kepler"
"Kepler-65 d","Kepler-65",0.0840000000,0.0060000000,-0.0020000000,303.72800000,"Kepler"
"Kepler-52 c","Kepler-52",0.1037900000,0.0044400000,-0.0044400000,321.54200000,"Kepler"
"Kepler-55 b","Kepler-55",0.1593000000,,,578.79600000,"Kepler"
"UZ For c","UZ For",2.8000000000,0.5000000000,-0.5000000000,239.60387482,"Multiple Observatories"
"Kepler-413 b","Kepler-413",0.3553000000,0.0020000000,-0.0018000000,847.53600000,"Kepler"
"WASP-14 b","WASP-14",0.0370000000,0.0010000000,-0.0010000000,161.99700000,"SuperWASP"
"HAT-P-2 b","HAT-P-2",0.0681400000,0.0005100000,-0.0005100000,127.77400000,"HATNet"
"HAT-P-42 b","HAT-P-42",0.0575000000,0.0011000000,-0.0011000000,405.23800000,"HATNet"
"WASP-59 b","WASP-59",0.0697000000,0.0011000000,-0.0011000000,115.93600000,"SuperWASP"
"HAT-P-39 b","HAT-P-39",0.0509000000,0.0006000000,-0.0006000000,697.00400000,"HATNet"
"alf Ari b","alf Ari",1.2000000000,,,20.21019000,"Bohyunsan Optical Astronomical Observatory"
"KOI-55 b","KOI-55",0.0060000000,,,1231.02000000,"Kepler"
"GJ 536 b","GJ 536",0.0668000000,0.0012000000,-0.0012000000,10.40920000,"La Silla Observatory"
"WTS-2 b","WTS-2",0.0185500000,0.0006200000,-0.0006200000,1030.76834437,"United Kingdom Infrared Telescope"
"KELT-6 c","KELT-6",2.3900000000,0.1100000000,-0.1100000000,240.72600000,"Multiple Observatories"
"KOI-55 c","KOI-55",0.0076000000,,,1231.02000000,"Kepler"
"Ross 458 c","Ross 458",1100.0000000000,,,11.50940000,"Las Campanas Observatory"
"Kepler-38 b","Kepler-38",0.4632000000,0.0082000000,-0.0092000000,1174.59000000,"Kepler"
"Kepler-30 d","Kepler-30",0.5000000000,,,914.22100000,"Kepler"
"ROXs 42 B b","ROXs 42 B",157.0000000000,,,143.59000000,"Multiple Observatories"
"HD 27894 b","HD 27894",0.1250000000,0.0050000000,-0.0050000000,43.82140000,"La Silla Observatory"
"Kepler-50 c","Kepler-50",0.0870000000,0.0140000000,-0.0230000000,250.11000000,"Kepler"
"HD 233604 b","HD 233604",0.7470000000,,,847.05800000,"McDonald Observatory"
"WD 0806-661 b","WD 0806-661",2500.0000000000,,,19.24440000,"Spitzer Space Telescope"
"Kepler-63 b","Kepler-63",0.0800000000,0.0020000000,-0.0020000000,194.03300000,"Kepler"
"Kepler-77 b","Kepler-77",0.0450100000,0.0006300000,-0.0006300000,639.41100000,"Kepler"
"HAT-P-44 c","HAT-P-44",1.7520000000,0.0250000000,-0.0250000000,347.85000000,"W. M. Keck Observatory"
"HATS-5 b","HATS-5",0.0542000000,0.0006000000,-0.0006000000,246.38400000,"HATSouth"
"HD 10180 d","HD 10180",0.1285900000,0.0020200000,-0.0020200000,38.96070000,"La Silla Observatory"
"WTS-1 b","WTS-1",0.0470000000,0.0010000000,-0.0010000000,2346.01000000,"United Kingdom Infrared Telescope"
"HD 11506 d","HD 11506",18.2000000000,0.0600000000,-0.0900000000,51.26100000,"Multiple Observatories"
"CoRoT-26 b","CoRoT-26",0.0526000000,0.0010000000,-0.0010000000,1045.18000000,"CoRoT"
"CoRoT-25 b","CoRoT-25",0.0578000000,0.0020000000,-0.0009000000,1103.48000000,"CoRoT"
"Kepler-186 b","Kepler-186",0.0343000000,0.0046000000,-0.0046000000,177.59400000,"Kepler"
"91 Aqr b","91 Aqr",0.7000000000,,,44.03040000,"Lick Observatory"
"GJ 163 b","GJ 163",0.0607000000,0.0000100000,-0.0000100000,15.12850000,"La Silla Observatory"
"Kepler-27 c","Kepler-27",0.1910000000,,,1044.36000000,"Kepler"
"Kepler-27 b","Kepler-27",0.1180000000,,,1044.36000000,"Kepler"
"HD 215497 c","HD 215497",1.3100000000,0.0200000000,-0.0200000000,40.54680000,"La Silla Observatory"
"BD-06 1339 b","BD-06 1339",0.0428000000,0.0007000000,-0.0007000000,20.26950000,"La Silla Observatory"
"Kepler-186 d","Kepler-186",0.0781000000,0.0100000000,-0.0100000000,177.59400000,"Kepler"
"Kepler-11 d","Kepler-11",0.1550000000,0.0010000000,-0.0010000000,646.34600000,"Kepler"
"Kepler-11 b","Kepler-11",0.0910000000,0.0010000000,-0.0010000000,646.34600000,"Kepler"
"Kepler-31 c","Kepler-31",0.2600000000,,,1664.64000000,"Kepler"
"Kepler-32 c","Kepler-32",0.0900000000,,,323.84700000,"Kepler"
"Kepler-1735 b","Kepler-1735",0.0621000000,,,245.30300000,"Kepler"
"HD 66141 b","HD 66141",1.2000000000,0.1000000000,-0.1000000000,68.15090000,"Bohyunsan Optical Astronomical Observatory"
"HD 208527 b","HD 208527",2.1000000000,0.2000000000,-0.2000000000,312.20200000,"Bohyunsan Optical Astronomical Observatory"
"MOA-bin-1L b","MOA-bin-1L",8.3000000000,4.5000000000,-2.7000000000,5100.00000000,"MOA"
"GU Psc b","GU Psc",2000.0000000000,200.0000000000,-200.0000000000,47.55010000,"Gemini Observatory"
"GJ 163 c","GJ 163",0.1254000000,0.0001000000,-0.0001000000,15.12850000,"La Silla Observatory"
"GJ 163 d","GJ 163",1.0304000000,0.0086000000,-0.0086000000,15.12850000,"La Silla Observatory"
"Kepler-32 d","Kepler-32",0.1300000000,,,323.84700000,"Kepler"
"Kepler-31 d","Kepler-31",0.4000000000,,,1664.64000000,"Kepler"
"HAT-P-45 b","HAT-P-45",0.0452000000,0.0007000000,-0.0007000000,298.64000000,"HATNet"
"HAT-P-44 b","HAT-P-44",0.0507000000,0.0007000000,-0.0007000000,347.85000000,"HATNet"
"MOA-2010-BLG-073L b","MOA-2010-BLG-073L",1.2100000000,0.1600000000,-0.1600000000,2800.00000000,"MOA"
"HAT-P-27 b","HAT-P-27",0.0400000000,0.0008000000,-0.0008000000,199.17300000,"HATNet"
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201",0.3600000000,0.0100000000,-0.0100000000,20.77000000,"Paranal Observatory"
"HIP 63242 b","HIP 63242",0.5650000000,,,156.45600000,"Multiple Observatories"
"Kepler-31 b","Kepler-31",0.1600000000,,,1664.64000000,"Kepler"
"Kepler-32 f","Kepler-32",0.0130000000,,,323.84700000,"Kepler"
"HD 66428 c","HD 66428",9.4080000000,1.9450000000,-1.2670000000,53.28170000,"Multiple Observatories"
"Kepler-424 c","Kepler-424",0.7300000000,0.0800000000,-0.0700000000,698.64600000,"McDonald Observatory"
"KMT-2023-BLG-1896L b","KMT-2023-BLG-1896L",2.8600000000,1.1200000000,-1.0200000000,5490.00000000,"KMTNet"
"HD 190984 b","HD 190984",5.5000000000,,,148.18700000,"La Silla Observatory"
"Kepler-134 c","Kepler-134",0.0920000000,,,334.79700000,"Kepler"
"Kepler-210 b","Kepler-210",0.0320000000,,,232.75000000,"Kepler"
"Kepler-422 b","Kepler-422",0.0820000000,0.0110000000,-0.0100000000,722.79500000,"Kepler"
"Kepler-426 b","Kepler-426",0.0414000000,0.0010000000,-0.0010000000,843.69500000,"Kepler"
"Kepler-16 b","Kepler-16",0.7048000000,0.0011000000,-0.0011000000,75.08520000,"Kepler"
"KOI-94 d","KOI-94",0.1684000000,0.0022000000,-0.0022000000,477.05200000,"Kepler"
"KOI-94 b","KOI-94",0.0511900000,0.0006700000,-0.0006700000,477.05200000,"Kepler"
"Kepler-35 b","Kepler-35",0.6034700000,0.0010100000,-0.0010300000,1819.17000000,"Kepler"
"HD 103774 b","HD 103774",0.0700000000,0.0010000000,-0.0010000000,56.40890000,"La Silla Observatory"
"HD 109271 b","HD 109271",0.0790000000,0.0010000000,-0.0010000000,55.87160000,"La Silla Observatory"
"Kepler-415 c","Kepler-415",0.0695000000,,,530.48700000,"Kepler"
"HD 50554 b","HD 50554",2.3530000000,0.0452000000,-0.0452000000,31.16640000,"Lick Observatory"
"Kepler-428 b","Kepler-428",0.0433000000,0.0009000000,-0.0009000000,686.28400000,"Kepler"
"Kepler-425 b","Kepler-425",0.0464000000,0.0008000000,-0.0008000000,646.64700000,"Kepler"
"WASP-70 A b","WASP-70 A",0.0485300000,0.0006200000,-0.0006200000,222.35500000,"SuperWASP"
"KOI-94 e","KOI-94",0.3046000000,0.0040000000,-0.0040000000,477.05200000,"Kepler"
"Kepler-396 c","Kepler-396",0.3894600000,0.0016300000,-0.0016300000,223.75700000,"Kepler"
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L",2.0000000000,3.0000000000,-1.0000000000,2300.00000000,"MOA"
"HD 183263 b","HD 183263",1.4600000000,0.0600000000,-0.0650000000,54.19550000,"W. M. Keck Observatory"
"HD 166724 b","HD 166724",5.4200000000,0.4300000000,-0.4300000000,45.13420000,"La Silla Observatory"
"Kepler-122 f","Kepler-122",0.2857500000,0.0027700000,-0.0027700000,1027.45000000,"Kepler"
"Kepler-96 b","Kepler-96",0.1261000000,0.0008800000,-0.0008800000,122.88100000,"Kepler"
"KOI-13 b","KOI-13",0.0364100000,0.0008700000,-0.0008700000,519.09600000,"Kepler"
"Kepler-17 b","Kepler-17",0.0259100000,0.0003700000,-0.0003600000,720.75300000,"Kepler"
"TOI-7510 d","TOI-7510",0.2672000000,0.0053000000,-0.0053000000,249.00600000,"Transiting Exoplanet Survey Satellite (TESS)"
"CoRoT-23 b","CoRoT-23",0.0480000000,0.0040000000,-0.0040000000,1060.97000000,"CoRoT"
"BD+20 274 b","BD+20 274",1.3000000000,,,1322.51000000,"McDonald Observatory"
"HD 219415 b","HD 219415",3.2000000000,,,165.18400000,"McDonald Observatory"
"HD 150706 b","HD 150706",6.7000000000,4.0000000000,-1.4000000000,28.26970000,"Haute-Provence Observatory"
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L",2.7200000000,0.7500000000,-0.7500000000,2570.00000000,"OGLE"
"Kepler-414 c","Kepler-414",0.0719500000,0.0004100000,-0.0004100000,413.46000000,"Kepler"
"HD 3167 e","HD 3167",0.3885000000,0.0079000000,-0.0079000000,47.28990000,"CHaracterising ExOPlanets Satellite (CHEOPS)"
"Kepler-42 c","Kepler-42",0.0060000000,,,40.05950000,"Kepler"
"Kepler-33 c","Kepler-33",0.1189000000,0.0025000000,-0.0025000000,1209.16000000,"Kepler"
"Kepler-641 b","Kepler-641",0.0895000000,0.0006600000,-0.0006600000,969.91800000,"Kepler"
"Kepler-410 A b","Kepler-410 A",0.1226000000,0.0047000000,-0.0047000000,147.52700000,"Kepler"
"Kepler-314 c","Kepler-314",0.0640000000,,,268.88100000,"Kepler"
"HD 168863 b","HD 168863",10.9610000000,3.7980000000,-1.4230000000,39.89790000,"Multiple Observatories"
"Kepler-415 b","Kepler-415",0.0426000000,,,530.48700000,"Kepler"
"Kepler-338 e","Kepler-338",0.0897900000,0.0006400000,-0.0006400000,552.79800000,"Kepler"
"Kepler-33 e","Kepler-33",0.2138000000,0.0045000000,-0.0045000000,1209.16000000,"Kepler"
"Kepler-33 b","Kepler-33",0.0677000000,0.0014000000,-0.0014000000,1209.16000000,"Kepler"
"Kepler-46 c","Kepler-46",0.2799000000,0.0041000000,-0.0040000000,777.06000000,"Kepler"
"Kepler-318 b","Kepler-318",0.0560000000,,,489.14100000,"Kepler"
"Kepler-314 b","Kepler-314",0.0350000000,,,268.88100000,"Kepler"
"Kepler-46 b","Kepler-46",0.1968000000,0.0029000000,-0.0028000000,777.06000000,"Kepler"
