pl_name,hostname,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,sy_dist,disc_facility
"Kepler-1897 b","Kepler-1897",0.02620000,,,"M-R relationship",983.17400000,"Kepler"
"Kepler-1898 b","Kepler-1898",0.00239000,,,"M-R relationship",360.92100000,"Kepler"
"Kepler-1967 b","Kepler-1967",0.00099100,,,"M-R relationship",249.10200000,"Kepler"
"HD 79181 b","HD 79181",0.64000000,0.06000000,-0.16000000,"Msini",103.33500000,"Okayama Astrophysical Observatory"
"HD 10975 b","HD 10975",0.45000000,0.06000000,-0.15000000,"Msini",116.50600000,"Okayama Astrophysical Observatory"
"HD 99283 b","HD 99283",0.97000000,0.06000000,-0.25000000,"Msini",111.09300000,"Okayama Astrophysical Observatory"
"Kepler-1913 b","Kepler-1913",0.00918000,,,"M-R relationship",876.30000000,"Kepler"
"ups Leo b","ups Leo",0.51000000,0.06000000,-0.26000000,"Msini",52.59730000,"Okayama Astrophysical Observatory"
"Kepler-1906 b","Kepler-1906",0.02560000,,,"M-R relationship",1360.63000000,"Kepler"
"Kepler-1907 b","Kepler-1907",0.00185000,,,"M-R relationship",292.11100000,"Kepler"
"Kepler-1916 b","Kepler-1916",0.02310000,,,"M-R relationship",2055.82000000,"Kepler"
"gam Psc b","gam Psc",1.34000000,0.02000000,-0.31000000,"Msini",41.31070000,"Okayama Astrophysical Observatory"
"HIP 34222 b","HIP 34222",0.83000000,,,"Msini",22.83860000,"Cerro Tololo Inter-American Observatory"
"Kepler-1910 b","Kepler-1910",0.00560000,,,"M-R relationship",,"Kepler"
"Kepler-1717 b","Kepler-1717",0.02900000,,,"M-R relationship",1008.79000000,"Kepler"
"Kepler-1919 b","Kepler-1919",0.02320000,,,"M-R relationship",1177.53000000,"Kepler"
"Kepler-1918 b","Kepler-1918",0.01850000,,,"M-R relationship",1030.11000000,"Kepler"
"Kepler-1920 b","Kepler-1920",0.02840000,,,"M-R relationship",885.91300000,"Kepler"
"HIP 86221 b","HIP 86221",0.71000000,,,"Msini",29.48980000,"Cerro Tololo Inter-American Observatory"
"K2-387 b","K2-387",0.13300000,,,"M-R relationship",266.31800000,"K2"
"KMT-2021-BLG-0912L b","KMT-2021-BLG-0912L",0.00884125,0.00339806,-0.00311489,"Mass",5560.00000000,"KMTNet"
"Kepler-589 c","Kepler-589",0.00455000,,,"M-R relationship",612.80300000,"Kepler"
"Kepler-1922 b","Kepler-1922",0.01840000,,,"M-R relationship",1344.29000000,"Kepler"
"K2-373 b","K2-373",0.01540000,,,"M-R relationship",229.56700000,"K2"
"Kepler-1936 b","Kepler-1936",0.03200000,,,"M-R relationship",871.09600000,"Kepler"
"Kepler-1937 b","Kepler-1937",0.02950000,,,"M-R relationship",905.06900000,"Kepler"
"Kepler-1927 b","Kepler-1927",0.03620000,,,"M-R relationship",1091.00000000,"Kepler"
"K2-382 b","K2-382",0.01560000,,,"M-R relationship",278.41200000,"K2"
"Kepler-1938 b","Kepler-1938",0.01260000,,,"M-R relationship",421.15200000,"Kepler"
"Kepler-1939 b","Kepler-1939",0.00528000,,,"M-R relationship",189.83300000,"Kepler"
"Kepler-1940 b","Kepler-1940",0.00948000,,,"M-R relationship",798.59500000,"Kepler"
"Kepler-1722 b","Kepler-1722",0.02700000,,,"M-R relationship",772.28300000,"Kepler"
"K2-381 b","K2-381",0.00396000,,,"M-R relationship",145.70100000,"K2"
"Kepler-1942 b","Kepler-1942",0.01610000,,,"M-R relationship",842.49200000,"Kepler"
"Kepler-1944 b","Kepler-1944",0.02530000,,,"M-R relationship",1076.48000000,"Kepler"
"Kepler-1930 b","Kepler-1930",0.00929000,,,"M-R relationship",275.69400000,"Kepler"
"Kepler-1266 c","Kepler-1266",0.01090000,,,"M-R relationship",849.31200000,"Kepler"
"Kepler-1945 b","Kepler-1945",0.00695000,,,"M-R relationship",,"Kepler"
"Kepler-529 d","Kepler-529",0.02590000,,,"M-R relationship",799.00800000,"Kepler"
"YZ Cet b","YZ Cet",0.00220245,0.00028317,-0.00025171,"Msini",3.71207000,"La Silla Observatory"
"YZ Cet c","YZ Cet",0.00358684,0.00034610,-0.00031464,"Msini",3.71207000,"La Silla Observatory"
"Kepler-913 c","Kepler-913",0.04470000,,,"M-R relationship",991.61800000,"Kepler"
"Kepler-1719 b","Kepler-1719",0.04650000,,,"M-R relationship",905.40600000,"Kepler"
"Kepler-1926 b","Kepler-1926",0.01880000,,,"M-R relationship",667.40500000,"Kepler"
"Kepler-1718 b","Kepler-1718",0.02240000,,,"M-R relationship",375.52200000,"Kepler"
"Kepler-1972 c","Kepler-1972",0.00663880,0.00185635,-0.00204513,"Mass",287.33900000,"Kepler"
"Kepler-501 c","Kepler-501",0.01090000,,,"M-R relationship",1125.24000000,"Kepler"
"Kepler-1312 c","Kepler-1312",0.00337000,,,"M-R relationship",299.10400000,"Kepler"
"Kepler-1950 b","Kepler-1950",0.00927000,,,"M-R relationship",697.25300000,"Kepler"
"Kepler-1951 b","Kepler-1951",0.01890000,,,"M-R relationship",1277.32000000,"Kepler"
"Kepler-607 c","Kepler-607",0.02530000,,,"M-R relationship",519.12200000,"Kepler"
"Kepler-1721 b","Kepler-1721",0.03120000,,,"M-R relationship",641.37400000,"Kepler"
"Kepler-1869 b","Kepler-1869",0.00458000,,,"M-R relationship",113.02500000,"Kepler"
"Kepler-1315 c","Kepler-1315",0.01280000,,,"M-R relationship",480.86900000,"Kepler"
"Kepler-1728 b","Kepler-1728",0.02840000,,,"M-R relationship",651.78300000,"Kepler"
"Kepler-1705 c","Kepler-1705",0.01705323,0.00191927,-0.00179342,"Mass",1633.49000000,"Kepler"
"Kepler-1322 c","Kepler-1322",0.01660000,,,"M-R relationship",1350.32000000,"Kepler"
"Kepler-1693 c","Kepler-1693",0.00281000,,,"M-R relationship",760.06500000,"Kepler"
"Kepler-1956 b","Kepler-1956",0.00416000,,,"M-R relationship",360.46800000,"Kepler"
"Kepler-1957 b","Kepler-1957",0.00248000,,,"M-R relationship",460.89900000,"Kepler"
"Kepler-1711 b","Kepler-1711",0.01370000,,,"M-R relationship",590.26800000,"Kepler"
"Kepler-1888 b","Kepler-1888",0.00729000,,,"M-R relationship",402.94700000,"Kepler"
"Kepler-1959 b","Kepler-1959",0.00494000,,,"M-R relationship",479.26300000,"Kepler"
"OGLE-2018-BLG-0532L b","OGLE-2018-BLG-0532L",0.01959548,0.00284745,-0.00277194,"Mass",773.00000000,"OGLE"
"b Cen AB b","b Cen A",10.90000000,1.60000000,-1.60000000,"Mass",98.09350000,"Paranal Observatory"
"Kepler-1890 b","Kepler-1890",0.00185000,,,"M-R relationship",529.59600000,"Kepler"
"Kepler-1892 b","Kepler-1892",0.01270000,,,"M-R relationship",851.59500000,"Kepler"
"K2-317 b","K2-317",0.02800000,,,"M-R relationship",176.29100000,"K2"
"K2-396 b","K2-396",0.00981000,,,"M-R relationship",274.86400000,"K2"
"K2-397 b","K2-397",0.02020000,,,"M-R relationship",199.35400000,"K2"
"K2-319 b","K2-319",0.02580000,,,"M-R relationship",209.07100000,"K2"
"HD 174205 b","HD 174205",4.20000000,0.50000000,-0.50000000,"Msini",234.02700000,"Bohyunsan Optical Astronomical Observatory"
"K2-400 b","K2-400",0.00525000,,,"M-R relationship",62.38040000,"K2"
"K2-322 b","K2-322",0.01370000,,,"M-R relationship",123.41500000,"K2"
"HD 106252 b","HD 106252",10.00000000,0.78000000,-0.73000000,"Mass",38.18500000,"Lick Observatory"
"KELT-14 b","KELT-14",1.28400000,0.03200000,-0.03200000,"Mass",250.12100000,"KELT-South"
"K2-402 b","K2-402",0.02410000,,,"M-R relationship",523.05500000,"K2"
"K2-324 b","K2-324",0.02040000,,,"M-R relationship",136.66700000,"K2"
"HD 171238 b","HD 171238",8.80000000,3.60000000,-1.30000000,"Mass",44.81130000,"La Silla Observatory"
"HD 81040 b","HD 81040",7.24000000,1.00000000,-0.37000000,"Mass",34.43410000,"Multiple Observatories"
"Kepler-167 e","Kepler-167",1.01000000,0.16000000,-0.15000000,"Mass",341.90800000,"Kepler"
"HD 140901 c","HD 140901",1.80000000,0.50000000,-0.50000000,"Mass",15.25280000,"Multiple Observatories"
"K2-404 b","K2-404",0.02180000,,,"M-R relationship",121.63000000,"K2"
"K2-326 b","K2-326",0.01830000,,,"M-R relationship",282.30800000,"K2"
"HD 181433 d","HD 181433",2.70000000,1.70000000,-2.00000000,"Mass",26.87620000,"La Silla Observatory"
"K2-407 b","K2-407",0.00690000,,,"M-R relationship",218.37600000,"K2"
"K2-407 c","K2-407",0.00761000,,,"M-R relationship",218.37600000,"K2"
"HD 29021 b","HD 29021",4.47000000,0.67000000,-0.65000000,"Mass",30.99390000,"Haute-Provence Observatory"
"K2-408 b","K2-408",0.01090000,,,"M-R relationship",162.30600000,"K2"
"Ross 508 b","Ross 508",0.01258541,0.00166757,-0.00173049,"Msini",11.21030000,"Subaru Telescope"
"HD 83443 b","HD 83443",0.40200000,0.00800000,-0.00800000,"Msini",40.89910000,"Multiple Observatories"
"K2-374 c","K2-374",0.01740000,,,"M-R relationship",359.43900000,"K2"
"K2-374 b","K2-374",0.00996000,,,"M-R relationship",359.43900000,"K2"
"HD 83443 c","HD 83443",1.50000000,0.50000000,-0.20000000,"Mass",40.89910000,"Multiple Observatories"
"KMT-2021-BLG-0171L b","KMT-2021-BLG-0171L",0.03523914,0.01730494,-0.01415858,"Mass",4600.00000000,"KMTNet"
"K2-384 b","K2-384",0.00398000,,,"M-R relationship",82.66030000,"K2"
"iot Dra c","iot Dra",15.60000000,14.00000000,-5.10000000,"Msini",31.32832000,"La Silla Observatory"
"iot Dra b","iot Dra",11.82000000,0.42000000,-0.41000000,"Msini",31.32832000,"Lick Observatory"
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",0.14473219,0.09439056,-0.07236609,"Mass",7200.00000000,"KMTNet"
"K2-365 b","K2-365",0.02760000,,,"M-R relationship",187.22200000,"K2"
"K2-379 b","K2-379",0.01700000,,,"M-R relationship",182.20700000,"K2"
"EPIC 206317286 c","EPIC 206317286",0.01580000,,,"M-R relationship",314.35000000,"K2"
"AB Aur b","AB Aur",9.00000000,,,"Mass",162.12700000,"Subaru Telescope"
"K2-384 c","K2-384",0.00572000,,,"M-R relationship",82.66030000,"K2"
"K2-372 b","K2-372",0.02830000,,,"M-R relationship",463.88000000,"K2"
"GJ 9066 c","GJ 9066",0.21000000,0.02000000,-0.02000000,"Msini",4.47100000,"Multiple Observatories"
"HD 39091 b","HD 39091",14.10000000,0.50000000,-0.40000000,"Mass",18.27020000,"Anglo-Australian Telescope"
"TOI-1518 b","TOI-1518",1.83000000,0.47000000,-0.47000000,"Mass",225.88800000,"Multiple Observatories"
"pi Men d","HD 39091",0.04209819,0.00424758,-0.00424758,"Msini",18.27020000,"La Silla Observatory"
"K2-384 e","K2-384",0.00747000,,,"M-R relationship",82.66030000,"K2"
"K2-378 b","K2-378",0.02720000,,,"M-R relationship",687.97300000,"K2"
"2MASS J19383260+4603591 b","2MASS J19383260+4603591",1.90000000,0.10000000,-0.10000000,"Mass",396.33200000,"Kepler"
"Kepler-451 d","2MASS J19383260+4603591",1.76000000,0.18000000,-0.18000000,"Msini",396.33200000,"Multiple Observatories"
"OGLE-2014-BLG-0676L b","OGLE-2014-BLG-0676L",3.68000000,0.69000000,-1.44000000,"Mass",2670.00000000,"OGLE"
"K2-393 b","K2-393",0.01930000,,,"M-R relationship",265.91400000,"K2"
"TOI-5799 c","TOI-5799",0.01180000,,,"M-R relationship",27.81230000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 103891 b","HD 103891",2.89000000,0.94000000,-0.84000000,"Mass",55.52130000,"La Silla Observatory"
"KOI-984 c","KOI-984",0.66010462,0.12585407,-0.12585407,"Mass",252.66700000,"Kepler"
"K2-389 c","K2-389",0.01520000,,,"M-R relationship",259.20800000,"K2"
"HD 7924 d","HD 7924",4.93400000,,,"Mass",16.99220000,"W. M. Keck Observatory"
"K2-392 b","K2-392",0.01280000,,,"M-R relationship",406.98500000,"K2"
"HIP 8152 c","HIP 8152",0.03366596,0.00660734,-0.00692197,"Mass",101.69400000,"Transiting Exoplanet Survey Satellite (TESS)"
"GJ 4274 b","GJ 4274",0.00934467,0.00169903,-0.00157318,"Msini",7.23556000,"Mauna Kea Observatory"
"HD 33142 b","HD 33142",1.26000000,0.05000000,-0.05000000,"Msini",121.37500000,"W. M. Keck Observatory"
"HD 33142 c","HD 33142",0.89000000,0.06000000,-0.05000000,"Msini",121.37500000,"W. M. Keck Observatory"
"K2-395 b","K2-395",0.02280000,,,"M-R relationship",286.72700000,"K2"
"K2-395 c","K2-395",0.03600000,,,"M-R relationship",286.72700000,"K2"
"HIP 8541 b","HIP 8541",7.71400000,1.89500000,-0.10300000,"Mass",155.12100000,"Multiple Observatories"
"HD 142 A d","HD 142",0.26000000,0.03200000,-0.03600000,"Msini",26.18530000,"Multiple Observatories"
"HD 144899 b","HD 144899",0.06400000,0.02100000,-0.01600000,"Msini",115.66500000,"Multiple Observatories"
"GJ 2030 c","GJ 2030",12.80300000,2.33500000,-2.13600000,"Mass",37.07880000,"Multiple Observatories"
"HD 125612 c","HD 125612",0.04900000,0.00800000,-0.00900000,"Msini",57.62070000,"La Silla Observatory"
"HD 219828 c","HD 219828",16.05400000,3.52000000,-1.27000000,"Mass",73.11400000,"Multiple Facilities"
"HD 214823 b","HD 214823",18.61000000,4.14300000,-1.06900000,"Mass",101.36800000,"Haute-Provence Observatory"
"GJ 676 A c","GJ 676 A",13.49200000,1.04600000,-1.12700000,"Mass",16.02720000,"Paranal Observatory"
"HD 149806 b","HD 149806",12.59700000,2.69400000,-2.78200000,"Mass",20.27270000,"Multiple Observatories"
"GJ 9714 b","GJ 9714",9.40300000,3.05500000,-1.69500000,"Mass",20.51210000,"Multiple Observatories"
"HD 142 b","HD 142",7.10000000,1.00000000,-1.00000000,"Mass",26.18530000,"Anglo-Australian Telescope"
"HD 139357 b","HD 139357",19.87100000,4.41600000,-3.43900000,"Mass",112.09000000,"Thueringer Landessternwarte Tautenburg"
"HD 224538 b","HD 224538",6.53100000,1.83600000,-0.34900000,"Mass",79.06080000,"Multiple Observatories"
"HD 153557 d","HD 153557",27.45400000,3.55600000,-3.49600000,"Mass",17.94120000,"Multiple Observatories"
"HD 115404 A b","HD 115404 A",0.09700000,0.02000000,-0.02200000,"Msini",10.98160000,"Multiple Observatories"
"HIP 67537 b","HIP 67537",13.55800000,5.06200000,-2.38400000,"Mass",116.04600000,"Multiple Observatories"
"HD 30177 c","HD 30177",6.15000000,1.30800000,-0.34100000,"Mass",55.58670000,"Multiple Observatories"
"HD 156098 b","HD 156098",0.05000000,0.01100000,-0.00400000,"Msini",48.24900000,"Multiple Observatories"
"HD 12235 c","HD 12235",9.86600000,3.19000000,-1.78100000,"Mass",31.76270000,"Multiple Observatories"
"HD 203387 b","HD 203387",3.48000000,0.58900000,-0.53100000,"Msini",61.74770000,"Multiple Observatories"
"HD 169830 c","HD 169830",7.66900000,1.93700000,-2.75500000,"Mass",37.60480000,"La Silla Observatory"
"HD 169830 b","HD 169830",2.53100000,0.22400000,-0.23700000,"Msini",37.60480000,"La Silla Observatory"
"HD 156098 c","HD 156098",5.22800000,1.93800000,-1.28700000,"Mass",48.24900000,"Multiple Observatories"
"HIP 35965 b","HIP 35965",8.14900000,4.32400000,-3.05500000,"Mass",50.16770000,"Multiple Observatories"
"HD 203387 c","HD 203387",7.48500000,3.39500000,-2.21000000,"Mass",61.74770000,"Multiple Observatories"
"bet Pic c","bet Pic",10.13900000,1.17500000,-1.03100000,"Mass",19.74420000,"La Silla Observatory"
"HD 25015 b","HD 25015",9.07700000,1.15700000,-1.82300000,"Mass",37.43300000,"La Silla Observatory"
"GJ 229 b","GJ 229",0.04700000,0.00300000,-0.00400000,"Msini",5.75624000,"Multiple Observatories"
"HD 18143 c","HD 18143",9.99800000,1.96100000,-1.87100000,"Mass",22.52430000,"Multiple Observatories"
"HD 217786 b","HD 217786",13.85200000,1.26700000,-1.31100000,"Mass",55.48470000,"La Silla Observatory"
"HD 204313 c","HD 204313",0.05400000,0.00500000,-0.00500000,"Msini",47.79450000,"La Silla Observatory"
"HD 125390 b","HD 125390",27.20400000,4.12800000,-0.31300000,"Mass",153.64700000,"W. M. Keck Observatory"
"HD 81817 b","HD 81817",24.12800000,9.74700000,-0.69100000,"Mass",269.12600000,"Bohyunsan Optical Astronomical Observatory"
"HD 190228 b","HD 190228",5.03000000,1.19000000,-0.00300000,"Mass",62.71460000,"Multiple Observatories"
"HD 23596 b","HD 23596",11.91400000,0.99000000,-1.76800000,"Mass",52.00180000,"Haute-Provence Observatory"
"HIP 90988 b","HIP 90988",2.10200000,0.07900000,-0.08500000,"Msini",94.03490000,"Multiple Observatories"
"HD 204313 e","HD 204313",15.31700000,4.89000000,-5.18300000,"Mass",47.79450000,"Multiple Observatories"
"HD 30177 b","HD 30177",8.40300000,1.24100000,-0.48900000,"Mass",55.58670000,"Anglo-Australian Telescope"
"HD 217958 b","HD 217958",0.52400000,0.34700000,-0.06300000,"Mass",61.79570000,"Multiple Observatories"
"HD 213519 b","HD 213519",0.02900000,0.00900000,-0.00400000,"Msini",41.00140000,"Multiple Observatories"
"HD 43197 b","HD 43197",0.55300000,0.05200000,-0.04800000,"Msini",62.41120000,"La Silla Observatory"
"HD 4113 b","HD 4113",1.70300000,0.04000000,-0.05900000,"Msini",41.87270000,"La Silla Observatory"
"HD 95544 b","HD 95544",6.02100000,1.61600000,-0.25800000,"Mass",87.80490000,"Haute-Provence Observatory"
"HD 25912 c","HD 25912",16.52700000,1.37600000,-1.39900000,"Mass",49.16610000,"Multiple Observatories"
"HD 105618 c","HD 105618",26.49100000,4.34000000,-2.82700000,"Mass",70.08370000,"Multiple Observatories"
"HD 28192 b","HD 28192",0.31400000,0.02400000,-0.03100000,"Msini",49.80630000,"Multiple Observatories"
"HD 43197 c","HD 43197",7.86800000,1.76000000,-1.59900000,"Mass",62.41120000,"Multiple Observatories"
"HD 74156 c","HD 74156",8.66500000,1.38500000,-0.47000000,"Mass",57.60300000,"Haute-Provence Observatory"
"HD 74156 b","HD 74156",1.67500000,0.13600000,-0.14300000,"Msini",57.60300000,"Haute-Provence Observatory"
"HD 7449 b","HD 7449",8.17400000,3.05500000,-2.69900000,"Mass",38.66200000,"La Silla Observatory"
"HD 110537 b","HD 110537",27.09900000,12.75500000,-8.99000000,"Mass",45.08580000,"Multiple Observatories"
"HD 56957 b","HD 56957",5.91800000,2.87900000,-4.02600000,"Mass",61.49250000,"Multiple Observatories"
"HD 86264 b","HD 86264",9.80800000,11.77300000,-1.91600000,"Mass",67.81070000,"Lick Observatory"
"HD 111232 c","HD 111232",18.06300000,4.20900000,-1.61200000,"Mass",28.95710000,"Multiple Observatories"
"HD 62549 b","HD 62549",8.51900000,2.09300000,-1.04000000,"Mass",49.33050000,"Multiple Observatories"
"HD 142 c","HD 142",10.90100000,1.27800000,-0.93700000,"Mass",26.18530000,"Anglo-Australian Telescope"
"HD 11343 c","HIP 8541",0.80400000,0.16600000,-0.16000000,"Msini",155.12100000,"Multiple Observatories"
"HD 73267 c","HD 73267",5.13100000,0.91200000,-0.28200000,"Mass",50.40930000,"Multiple Observatories"
"TOI-1135 b","TOI-1135",0.18500000,,,"Mass",114.04800000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 219077 b","HD 219077",9.62000000,1.00100000,-0.73300000,"Mass",29.18640000,"La Silla Observatory"
"HD 113337 b","HD 113337",3.25900000,0.37700000,-0.40900000,"Msini",36.18000000,"Haute-Provence Observatory"
"HD 125271 b","HD 125271",10.90400000,1.87600000,-1.25300000,"Mass",39.34660000,"Multiple Observatories"
"HD 127506 b","HD 127506",0.08600000,0.01600000,-0.02500000,"Msini",22.52790000,"Multiple Observatories"
"HD 81817 c","HD 81817",22.60900000,1.85900000,-1.87600000,"Msini",269.12600000,"Multiple Observatories"
"bet Pic b","bet Pic",11.72900000,2.33700000,-2.13500000,"Mass",19.74420000,"Paranal Observatory"
"HD 145934 b","HD 145934",2.07200000,1.63400000,-0.04800000,"Mass",227.88100000,"W. M. Keck Observatory"
"HIP 97233 b","HIP 97233",19.18700000,3.64300000,-0.32400000,"Mass",102.27500000,"Multiple Observatories"
"HD 215497 b","HD 215497",4.99900000,,,"Mass",40.54680000,"La Silla Observatory"
"HD 93351 b","HD 93351",0.01100000,0.00200000,-0.00300000,"Msini",56.16300000,"Multiple Observatories"
"HD 88072 b","HD 88072",7.90300000,1.52700000,-1.00600000,"Mass",35.90980000,"Multiple Observatories"
"HD 93351 c","HD 93351",13.07000000,1.99300000,-1.36100000,"Mass",56.16300000,"Multiple Observatories"
"HD 10697 b","HD 10697",5.74300000,1.01100000,-0.28900000,"Mass",33.12050000,"W. M. Keck Observatory"
"KMT-2021-BLG-2294L b","KMT-2021-BLG-2294L",0.07000000,0.10000000,-0.04000000,"Mass",6800.00000000,"KMTNet"
"MOA-2007-BLG-400L b","MOA-2007-BLG-400L",1.70000000,0.26000000,-0.26000000,"Mass",6890.00000000,"MOA"
"KMT-2021-BLG-1077L b","KMT-2021-BLG-1077L",0.22000000,0.31000000,-0.12000000,"Mass",8240.00000000,"KMTNet"
"HD 10180 e","HD 10180",0.07900000,0.00380000,-0.00380000,"Msin(i)/sin(i)",38.96070000,"La Silla Observatory"
"Wolf 1069 b","Wolf 1069",0.00396440,0.00066073,-0.00066073,"Msini",9.58341000,"Calar Alto Observatory"
"OGLE-2017-BLG-1691L b","OGLE-2017-BLG-1691L",0.04600000,0.03700000,-0.02500000,"Mass",7290.00000000,"OGLE"
"KMT-2021-BLG-0320L b","KMT-2021-BLG-0320L",0.10000000,0.13000000,-0.07000000,"Mass",6950.00000000,"KMTNet"
"Kepler-138 b","Kepler-138",0.00022024,0.00006293,-0.00006293,"Mass",66.86240000,"Kepler"
"MOA-2020-BLG-135L b","MOA-2020-BLG-135L",0.03555378,0.06040996,-0.02170983,"Mass",7900.00000000,"MOA"
"TrES-2 b","TrES-2",1.49000000,0.22000000,-0.22000000,"Mass",215.32000000,"TrES"
"TOI-6223 b","TOI-6223",0.07110000,,,"M-R relationship",133.12200000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-47 d","WASP-47",0.04876845,0.00220245,-0.00283172,"Mass",264.78000000,"K2"
"Kepler-138 d","Kepler-138",0.00660734,0.00188781,-0.00220245,"Mass",66.86240000,"Kepler"
"Kepler-138 c","Kepler-138",0.00723661,0.00188781,-0.00157318,"Mass",66.86240000,"Kepler"
"OGLE-2006-BLG-284L A b","OGLE-2006-BLG-284L A",0.45307467,0.43105021,-0.25800085,"Mass",4000.00000000,"OGLE"
"KMT-2018-BLG-2602L b","KMT-2018-BLG-2602L",1.15000000,0.73000000,-0.63000000,"Mass",4310.00000000,"KMTNet"
"K2-413 c","K2-413",0.00644000,,,"M-R relationship",285.16200000,"K2"
"K2-414 c","K2-414",0.01380000,,,"M-R relationship",260.03600000,"K2"
"OGLE-2018-BLG-1119L b","OGLE-2018-BLG-1119L",0.91000000,0.66000000,-0.52000000,"Mass",5760.00000000,"OGLE"
"WASP-65 b","WASP-65",1.55000000,0.16000000,-0.16000000,"Mass",273.70300000,"SuperWASP"
"HAT-P-21 b","HAT-P-21",4.87000000,1.57000000,-1.57000000,"Mass",277.27800000,"HATNet"
"MOA-2019-BLG-008L b","MOA-2019-BLG-008L",18.00000000,3.00000000,-2.00000000,"Mass",2700.00000000,"MOA"
"K2-3 b","K2-3",0.01607786,0.00204513,-0.00201367,"Mass",44.07270000,"K2"
"HIP 21152 b","HIP 21152",24.00000000,6.00000000,-4.00000000,"Mass",43.40730000,"Multiple Observatories"
"K2-38 c","K2-38",0.02611472,0.00409026,-0.00409026,"Mass",192.69000000,"K2"
"K2-38 b","K2-38",0.02296837,0.00346099,-0.00314635,"Mass",192.69000000,"K2"
