PSRJ,r_PSRJ,RAJ2000,DEJ2000,Plx,e_Plx,r_Plx,P0,e_P0,r_P0,DM,e_DM,r_DM,S400,e_S400,r_S400,Dist,DistDM,r_DistDM,Age,Edot
 , ,"h:m:s","d:m:s",mas,mas, ,s,s, ,pc/cm3,pc/cm3, ,mJy,mJy, ,kpc,kpc, ,yr,10-7W
------------,-------,-----------,-----------,------,------,-------,-----------------,--------,-------,-----------,-------,-------,-------,--------,------,-----,-----,----,-------------,--------
J1741-2945  ,mhl+02 ,17 41 14.47,-29 45 35.0,      ,      ,       , 0.22355782854100, 1.5e-11,mhl+02 , 310.300000,  1e+00,mhl+02 ,       ,        ,      , 4.66, 4.66,tc93,    5580000.0, 2.2e+33
J1741-3016  ,mhl+02 ,17 41 07.04,-30 16 31.0,      ,      ,       , 1.89374869377000, 1.8e-10,mhl+02 , 382.000000,  6e+00,mhl+02 ,       ,        ,      , 5.02, 5.02,tc93,    3340000.0, 5.2e+31
J1741-34    ,ncb+15 ,17 41 54.00,-34 19 00.0,      ,      ,       , 0.87513700000000, 2.0e-06,ncb+15 , 241.000000,  8e+00,ncb+15 ,       ,        ,      , 4.75, 4.75,tc93,             ,
J1741-3927  ,mlt+78 ,17 41 18.08,-39 27 38.0,      ,      ,       , 0.51221140106700, 8.0e-12,wmz+01 , 158.500000,  6e-01,nmc81  ,  35.00,        ,tml93 , 4.75, 4.75,tc93,    4200000.0, 5.7e+32
J1742-3957  ,lfl+06 ,17 42 04.43,-39 57 22.0,      ,      ,       , 1.01634919510000, 4.0e-10,lfl+06 , 186.000000,  8e+00,lfl+06 ,       ,        ,      , 6.40, 6.40,tc93,  197000000.0, 3.1e+30
J1742-4616  ,ebvb01 ,17 42 26.10,-46 16 53.5,      ,      ,       , 0.41240104721900, 7.0e-12,ebvb01 , 115.960000,  1e-01,ebvb01 ,       ,        ,      , 4.99, 4.99,tc93,  193000000.0, 1.9e+31
J1743-0339  ,mlt+78 ,17 43 08.18,-03 39 11.5,      ,      ,       , 0.44464510677000, 1.0e-10,hlk+04 ,  30.260000,  1e-01,hlk+04 ,   3.10,        ,lylg95, 1.59, 1.59,tc93,    4530000.0, 7.0e+32
J1743-1351  ,stwd85 ,17 43 37.62,-13 51 38.0,      ,      ,       , 0.40533694859200, 1.0e-11,hlk+04 , 116.300000,  3e-02,hlk+04 ,   6.10,  0.8000,lylg95, 4.85, 4.85,tc93,   13400000.0, 2.8e+32
J1743-2442  ,hfs+04 ,17 43 20.12,-24 42 55.0,      ,      ,       , 1.24250830909000, 1.1e-10,hfs+04 , 239.000000,  5e+00,hfs+04 ,       ,        ,      , 4.96, 4.96,tc93,   41700000.0, 9.7e+30
J1743-3150  ,jlm+92 ,17 43 36.68,-31 50 21.7,      ,      ,       , 2.41457551997000, 6.0e-11,hlk+04 , 193.050000,  7e-02,hlk+04 ,   6.60,        ,lylg95, 3.65, 3.65,tc93,     317000.0, 3.4e+32
J1743-3153  ,mhl+02 ,17 43 15.56,-31 53 05.3,      ,      ,       , 0.19310539993200, 7.0e-12,mhl+02 , 505.700000,  1e+00,mhl+02 ,       ,        ,      , 8.03, 8.03,tc93,     290000.0, 5.8e+34
J1743-35    ,ncb+15 ,17 43 06.00,-35 32 00.0,      ,      ,       , 0.56998000000000, 9.0e-06,ncb+15 , 174.000000,  5e+00,ncb+15 ,       ,        ,      , 4.01, 4.01,tc93,             ,
J1743-4212  ,ebvb01 ,17 43 05.22,-42 12 02.4,      ,      ,       , 0.30616698785950, 1.6e-12,ebvb01 , 131.940000,  5e-02,ebvb01 ,       ,        ,      , 4.67, 4.67,tc93,    6190000.0, 1.1e+33
J1744-1134  ,bjb+97 ,17 44 29.41,-11 34 54.7, 2.530, 0.070,rhc+15 , 0.00407454594144, 7.0e-18,rhc+15 ,   3.136950,       ,rhc+15 ,  18.00,  2.0000,tbms98, 0.40, 0.17,tc93, 7230000000.0, 5.2e+33
J1744-1610  ,ebvb01 ,17 44 16.53,-16 10 35.8,      ,      ,       , 1.75720586881600, 1.6e-11,ebvb01 ,  66.670000,  1e-01,ebvb01 ,       ,        ,      , 1.99, 1.99,tc93,   11700000.0, 1.7e+31
J1744-2335  ,lml+98 ,17 44 48.47,-23 35 55.0,      ,      ,       , 1.68350668862000, 2.0e-11,dsb+98 ,  96.660000,  2e-02,dsb+98 ,  16.00,        ,lml+98, 2.45, 2.45,tc93,   32000000.0, 6.9e+30
J1744-3130  ,mhl+02 ,17 44 05.68,-31 30 04.0,      ,      ,       , 1.06606087128000, 4.0e-11,mhl+02 , 192.900000,  7e-01,mhl+02 ,       ,        ,      , 3.64, 3.64,tc93,     796000.0, 6.9e+32
J1744-3922  ,fsk+04 ,17 44 02.67,-39 22 21.1,      ,      ,       , 0.17244436099500, 2.0e-12,fsk+04 , 148.100000,  7e-01,fsk+04 ,       ,        ,      , 4.60, 4.60,tc93, 1760000000.0, 1.2e+31
J1744-5337  ,bbb+12 ,17 44 38.92,-53 37 51.0,      ,      ,       , 0.35566584880000, 8.0e-10,bbb+12 , 113.000000,  1e+00,bbb+12 ,       ,        ,      , 8.16, 8.16,tc93,   29700000.0, 1.7e+32
J1745-0129  ,ebvb01 ,17 45 02.06,-01 29 18.1,      ,      ,       , 1.04540685559800, 1.8e-11,ebvb01 ,  90.100000,  1e+00,ebvb01 ,       ,        ,      , 7.26, 7.26,tc93,   26200000.0, 2.2e+31
J1745-0952  ,eb01b  ,17 45 09.13,-09 52 39.7,      ,      ,       , 0.01937630344113, 1.9e-15,jsb+10 ,  64.474000,  1e-02,eb01b  ,   1.80,  0.3000,jsb+10, 2.38, 2.38,tc93, 3320000000.0, 5.0e+32
J1745+1017  ,bgc+13 ,17 45 33.84,+10 17 52.5,      ,      ,       , 0.00265212967109, 4.0e-16,bgc+13 ,  23.970000,  2e-03,bgc+13 ,       ,        ,      , 1.36, 1.36,tc93,15400000000.0, 5.8e+33
J1745-2229  ,hfs+04 ,17 45 16.71,-22 29 14.0,      ,      ,       , 1.16059253816600, 1.9e-11,hfs+04 , 299.000000,  3e+00,hfs+04 ,       ,        ,      , 9.30, 9.30,tc93,    6440000.0, 7.2e+31
J1745-2900  ,mgz+13 ,17 45 40.17,-29 00 29.9,      ,      ,       , 3.76373308000000, 1.7e-08,laks15 ,1778.000000,  3e+00,efk+13 ,       ,        ,      , 8.30,30.00,tc93,       3400.0, 1.3e+34
J1745-2910  ,dcl09  ,17 45 16.00,-29 10 00.0,      ,      ,       , 0.98200000000000,        ,dcl09  ,1088.000000,       ,dcl09  ,       ,        ,      ,15.23,15.23,tc93,             ,
J1745-2912  ,jkl+06 ,17 45 50.00,-29 12 00.0,      ,      ,       , 0.18737940000000, 2.0e-07,jkl+06 ,1130.000000,  2e+01,jkl+06 ,       ,        ,      ,18.53,18.53,tc93,             ,
J1745-3040  ,kac+73 ,17 45 56.31,-30 40 23.5,      ,      ,       , 0.36742875385500, 5.0e-12,hlk+04 ,  88.373000,  4e-03,hlk+04 ,  66.00,  6.0000,lylg95, 0.20, 2.08,tc93,     546000.0, 8.5e+33
J1745-3812  ,bbb+12 ,17 45 15.42,-38 12 07.3,      ,      ,       , 0.69835286380000, 2.0e-10,bbb+12 , 160.800000,  4e-01,bbb+12 ,       ,        ,      , 4.82, 4.82,tc93,    4560000.0, 2.8e+32
J1746+2245  ,clm+05 ,17 46 00.84,+22 45 28.9,      ,      ,       , 3.46503778264000, 6.0e-11,clm+05 ,  52.000000,  2e+00,clm+05 ,   1.26,  0.0700,clm+05, 4.32, 4.32,tc93,   11200000.0, 4.7e+30
J1746+2540  ,fcwa95 ,17 46 06.87,+25 40 37.5,      ,      ,       , 1.05814817030000, 1.0e-10,lwf+04 ,  51.500000,  2e-01,lwf+04 ,   1.20,  0.1000,lwf+04, 4.16, 4.16,tc93,   16000000.0, 3.5e+31
J1746-27    ,ncb+15 ,17 46 00.00,-27 51 00.0,      ,      ,       , 0.48752760873000, 8.0e-11,ncb+15 , 422.000000,  9e+00,ncb+15 ,       ,        ,      , 5.35, 5.35,tc93,             ,
J1746-2849  ,dcl09  ,17 46 03.70,-28 49 19.0,      ,      ,       , 1.47848037300000, 2.0e-09,dcl09  ,1456.000000,  3e+00,dcl09  ,       ,        ,      ,30.00,30.00,tc93,    1840000.0, 1.6e+32
J1746-2850  ,dcl09  ,17 46 06.60,-28 50 42.0,      ,      ,       , 1.07710149100000, 4.0e-10,dcl09  , 962.700000,  7e-01,dcl09  ,       ,        ,      ,12.86,12.86,tc93,      12700.0, 4.2e+34
J1746-2856  ,jkl+06 ,17 46 49.50,-28 56 31.0,      ,      ,       , 0.94522431600000, 3.0e-09,jkl+06 ,1168.000000,  7e+00,jkl+06 ,       ,        ,      ,21.77,21.77,tc93,    1200000.0, 5.8e+32
J1746-3239  ,pga+12 ,17 46 54.95,-32 39 55.8,      ,      ,       , 0.19954135987130, 1.2e-12,pga+12 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,     482000.0, 3.3e+34
J1747-1030  ,bbb+12 ,17 47 58.31,-10 30 05.0,      ,      ,       , 1.57879288880000, 2.0e-10,bbb+12 , 128.000000,  7e+00,bbb+12 ,       ,        ,      , 7.27, 7.27,tc93,   58200000.0, 4.3e+30
J1747-2647  ,kel+09 ,17 47 30.89,-26 47 14.0,      ,      ,       , 0.50025445449100, 1.6e-11,kel+09 , 570.000000,  9e+00,kel+09 ,       ,        ,      , 8.44, 8.44,tc93,     599000.0, 4.2e+33
J1747-2802  ,mhl+02 ,17 47 26.55,-28 02 37.0,      ,      ,       , 2.78007919790000, 8.0e-10,mhl+02 , 835.000000,  1e+01,mhl+02 ,       ,        ,      ,11.78,11.78,tc93,   18600000.0, 4.3e+30
J1747-2809  ,crgl09 ,17 47 22.80,-28 09 15.0,      ,      ,       , 0.05215285500000, 2.0e-09,crgl09 ,1133.000000,  3e+00,crgl09 ,       ,        ,      ,17.55,17.55,tc93,       5310.0, 4.3e+37
J1747-2958  ,cmgl02 ,17 47 15.88,-29 58 01.0,      ,      ,       , 0.09881397648250, 2.0e-12,gvc+04 , 101.500000,  2e+00,cmgl02 ,       ,        ,      , 2.49, 2.49,tc93,      25500.0, 2.5e+36
J1747-4036  ,kcj+12 ,17 47 48.72,-40 36 54.8,      ,      ,       , 0.00164560961318, 6.0e-17,ckr+15 , 152.980000,  1e-02,ckr+15 ,       ,        ,      , 5.81, 5.81,tc93, 1980000000.0, 1.2e+35
J1748-1300  ,mlt+78 ,17 48 17.41,-13 00 52.1,      ,      ,       , 0.39413334661260, 1.4e-12,hlk+04 ,  99.364000,  6e-03,hlk+04 ,  23.00,  1.0000,lylg95, 3.64, 3.64,tc93,    5150000.0, 7.8e+32
J1748-2021A ,mlj+89b,17 48 52.69,-20 21 39.7,      ,      ,       , 0.28860279171970, 1.6e-12,frb+08 , 219.400000,  2e-01,frb+08 ,  10.00,  4.0000,lmd96 , 8.24, 5.72,tc93,   11500000.0, 6.6e+32
J1748-2021B ,frb+08 ,17 48 52.95,-20 21 38.9,      ,      ,       , 0.01676012721926, 5.0e-15,frb+08 , 220.922000,  1e-02,frb+08 ,       ,        ,      , 8.24, 5.80,tc93,             ,
J1748-2021C ,frb+08 ,17 48 51.17,-20 21 53.8,      ,      ,       , 0.00622693272049, 3.0e-15,frb+08 , 226.950000,  6e-02,frb+08 ,       ,        ,      , 8.24, 6.10,tc93,             ,
J1748-2021D ,frb+08 ,17 48 51.65,-20 21 07.4,      ,      ,       , 0.01349582040391, 3.0e-15,frb+08 , 224.980000,  3e-02,frb+08 ,       ,        ,      , 8.24, 6.02,tc93,  364000000.0, 9.4e+33
J1748-2021E ,frb+08 ,17 48 52.80,-20 21 29.4,      ,      ,       , 0.01626400341113, 6.0e-15,frb+08 , 224.100000,  4e-02,frb+08 ,       ,        ,      , 8.24, 5.95,tc93,  825000000.0, 2.9e+33
J1748-2021F ,frb+08 ,17 48 52.33,-20 21 39.3,      ,      ,       , 0.00379362911495, 3.0e-15,frb+08 , 220.430000,  8e-02,frb+08 ,       ,        ,      , 8.24, 5.77,tc93,             ,
J1748-2444  ,lmd+90 ,17 48 48.51,-24 44 37.0,      ,      ,       , 0.44283849913000, 6.0e-12,hlk+04 , 207.330000,  9e-02,hlk+04 ,       ,        ,      , 3.89, 3.89,tc93,   63000000.0, 5.1e+31
J1748-2446A ,lmd+90 ,17 48 02.25,-24 46 36.9,      ,      ,       , 0.01156314838986, 3.0e-14,lmbm00 , 242.150000,  4e-02,hfs+04 ,       ,        ,      , 5.50, 4.46,tc93,             ,
J1748-2446aa,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00578804000000,        ,fre08  , 237.420000,       ,fre08  ,       ,        ,      , 5.50, 4.39,tc93,             ,
J1748-2446ab,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00511971000000,        ,fre08  , 238.340000,       ,fre08  ,       ,        ,      , 5.50, 4.41,tc93,             ,
J1748-2446ac,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00508691000000,        ,fre08  , 238.720000,       ,fre08  ,       ,        ,      , 5.50, 4.41,tc93,             ,
J1748-2446ad,hrs+06 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00139595482000, 6.0e-11,hrs+06 , 235.600000,  1e-01,hrs+06 ,       ,        ,      , 5.50, 4.37,tc93,             ,
J1748-2446ae,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00365859000000,        ,fre08  , 238.750000,       ,fre08  ,       ,        ,      , 4.41, 4.41,tc93,             ,
J1748-2446af,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00330434000000,        ,fre08  , 237.340000,       ,fre08  ,       ,        ,      , 5.50, 4.39,tc93,             ,
J1748-2446ag,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00444803000000,        ,fre08  , 237.750000,       ,fre08  ,       ,        ,      , 5.50, 4.40,tc93,             ,
J1748-2446ah,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00496515000000,        ,fre08  , 237.750000,       ,fre08  ,       ,        ,      , 5.50, 4.40,tc93,             ,
J1748-2446ai,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.02122838000000,        ,fre08  , 233.900000,       ,fre08  ,       ,        ,      , 5.50, 4.34,tc93,             ,
J1748-2446C ,lmbm00 ,17 48 04.54,-24 46 36.0,      ,      ,       , 0.00843609530440, 1.0e-13,lmbm00 , 237.000000,  1e+00,lmbm00 ,       ,        ,      , 5.50, 4.39,tc93,             ,
J1748-2446D ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00471398000000,        ,rhs+05 , 243.830000,       ,rhs+05 ,       ,        ,      , 8.70, 4.48,tc93,             ,
J1748-2446E ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00219780000000,        ,rhs+05 , 236.840000,       ,rhs+05 ,       ,        ,      , 5.50, 4.38,tc93,             ,
J1748-2446F ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00554014000000,        ,rhs+05 , 239.180000,       ,rhs+05 ,       ,        ,      , 5.50, 4.42,tc93,             ,
J1748-2446G ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.02167187000000,        ,rhs+05 , 237.570000,       ,rhs+05 ,       ,        ,      , 5.50, 4.39,tc93,             ,
J1748-2446H ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00492589000000,        ,rhs+05 , 238.130000,       ,rhs+05 ,       ,        ,      , 5.50, 4.40,tc93,             ,
J1748-2446I ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00957019000000,        ,rhs+05 , 238.730000,       ,rhs+05 ,       ,        ,      , 5.50, 4.41,tc93,             ,
J1748-2446J ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.08033793000000,        ,rhs+05 , 234.350000,       ,rhs+05 ,       ,        ,      , 5.50, 4.35,tc93,             ,
J1748-2446K ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00296965000000,        ,rhs+05 , 234.810000,       ,rhs+05 ,       ,        ,      , 5.50, 4.35,tc93,             ,
J1748-2446L ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00224470000000,        ,rhs+05 , 237.740000,       ,rhs+05 ,       ,        ,      , 5.50, 4.40,tc93,             ,
J1748-2446M ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00356957000000,        ,rhs+05 , 238.650000,       ,rhs+05 ,       ,        ,      , 5.50, 4.41,tc93,             ,
J1748-2446N ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00866690000000,        ,rhs+05 , 238.470000,       ,rhs+05 ,       ,        ,      , 5.50, 4.41,tc93,             ,
J1748-2446O ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00167663000000,        ,rhs+05 , 236.380000,       ,rhs+05 ,       ,        ,      , 5.50, 4.38,tc93,             ,
J1748-2446P ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00172862000000,        ,rhs+05 , 238.790000,       ,rhs+05 ,       ,        ,      , 4.41, 4.41,tc93,             ,
J1748-2446Q ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00281200000000,        ,rhs+05 , 234.500000,       ,rhs+05 ,       ,        ,      , 5.50, 4.35,tc93,             ,
J1748-2446R ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00502854000000,        ,rhs+05 , 237.600000,       ,rhs+05 ,       ,        ,      , 5.50, 4.39,tc93,             ,
J1748-2446S ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00611664000000,        ,rhs+05 , 236.260000,       ,rhs+05 ,       ,        ,      , 5.50, 4.37,tc93,             ,
J1748-2446T ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00708491000000,        ,rhs+05 , 237.700000,       ,rhs+05 ,       ,        ,      , 5.50, 4.40,tc93,             ,
J1748-2446U ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00328914000000,        ,fre08  , 235.500000,       ,rhs+05 ,       ,        ,      , 5.50, 4.36,tc93,             ,
J1748-2446V ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00207251000000,        ,rhs+05 , 239.110000,       ,rhs+05 ,       ,        ,      , 5.50, 4.42,tc93,             ,
J1748-2446W ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00420518000000,        ,rhs+05 , 239.140000,       ,rhs+05 ,       ,        ,      , 5.50, 4.42,tc93,             ,
J1748-2446X ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00299926000000,        ,fre08  , 240.030000,       ,rhs+05 ,       ,        ,      , 5.50, 4.43,tc93,             ,
J1748-2446Y ,rhs+05 ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00204816000000,        ,rhs+05 , 239.110000,       ,rhs+05 ,       ,        ,      , 5.50, 4.42,tc93,             ,
J1748-2446Z ,fre08  ,17 48 04.80,-24 46 45.0,      ,      ,       , 0.00246259000000,        ,fre08  , 238.850000,       ,fre08  ,       ,        ,      , 5.50, 4.41,tc93,             ,
J1748-30    ,ncb+15 ,17 48 00.00,-30 17 00.0,      ,      ,       , 0.38273470000000, 6.0e-07,ncb+15 , 584.000000,  5e+00,ncb+15 ,       ,        ,      ,11.09,11.09,tc93,             ,
J1748-3009  ,kek+13 ,17 48 23.79,-30 09 12.2,      ,      ,       , 0.00968427300000, 2.0e-09,kek+13 , 420.200000,       ,kek+13 ,       ,        ,      , 5.96, 5.96,tc93,             ,
J1749-2347  ,hfs+04 ,17 49 15.61,-23 47 17.0,      ,      ,       , 0.87448588170000, 4.0e-11,hfs+04 , 344.000000,  4e+00,hfs+04 ,       ,        ,      , 6.10, 6.10,tc93,    5720000.0, 1.4e+32
J1749-2629  ,mhl+02 ,17 49 11.28,-26 29 10.0,      ,      ,       , 1.33538779057000, 1.3e-10,mhl+02 , 409.000000,  1e+01,mhl+02 ,       ,        ,      , 5.28, 5.28,tc93,   12300000.0, 2.8e+31
J1749-3002  ,jlm+92 ,17 49 13.49,-30 02 35.0,      ,      ,       , 0.60987364867300, 1.5e-11,hlk+04 , 509.400000,  3e-01,hlk+04 ,  12.70,        ,lylg95, 9.05, 9.05,tc93,    1230000.0, 1.4e+33
J1749-4931  ,bbb+12 ,17 49 23.77,-49 31 59.0,      ,      ,       , 0.44582230700000, 2.0e-09,bbb+12 ,  53.000000,  2e+00,bbb+12 ,       ,        ,      , 1.80, 1.80,tc93,   12000000.0, 2.6e+32
J1749-5605  ,mlt+78 ,17 49 44.50,-56 05 19.0,      ,      ,       , 1.33230971980000, 7.0e-10,nmc81  ,  58.000000,  5e+00,nmc81  ,   3.00,        ,tml93 , 2.66, 2.66,tc93,    9960000.0, 3.5e+31
J1750-2043  ,lfl+06 ,17 50 18.40,-20 43 08.0,      ,      ,       , 5.63904707900000, 3.0e-09,lfl+06 , 239.000000,  7e+00,lfl+06 ,       ,        ,      , 5.69, 5.69,tc93,   11200000.0, 1.8e+30
J1750-2438  ,mhl+02 ,17 50 59.79,-24 38 58.0,      ,      ,       , 0.71279403677400, 1.0e-11,mhl+02 , 476.000000,  5e+00,mhl+02 ,       ,        ,      , 7.15, 7.15,tc93,    1050000.0, 1.2e+33
J1750-2444  ,hfs+04 ,17 50 22.96,-24 44 47.0,      ,      ,       , 0.89937672140000, 5.0e-11,hfs+04 , 331.000000,  4e+00,hfs+04 ,       ,        ,      , 5.03, 5.03,tc93,   54000000.0, 1.4e+31
J1750-2536  ,kek+13 ,17 50 33.39,-25 36 43.0,      ,      ,       , 0.03474905300000, 8.0e-09,kek+13 , 178.400000,       ,kek+13 ,       ,        ,      , 3.51, 3.51,tc93,             ,
J1750-28    ,ncb+15 ,17 50 04.00,-28 45 00.0,      ,      ,       , 1.30051314620000, 7.0e-10,ncb+15 , 388.000000,  1e+01,ncb+15 ,       ,        ,      , 5.19, 5.19,tc93,    3560000.0, 1.0e+32
J1750-3157  ,jlm+92 ,17 50 47.32,-31 57 44.1,      ,      ,       , 0.91036298415000, 5.0e-12,hlk+04 , 206.340000,  4e-02,hlk+04 ,       ,        ,      , 4.43, 4.43,tc93,   73400000.0, 1.0e+31
J1750-3503  ,mld+96 ,17 50 44.50,-35 03 08.9,      ,      ,       , 0.68401360292000, 3.0e-11,dsb+98 , 189.350000,  2e-02,dsb+98 ,  29.00,        ,mld+96, 5.07, 5.07,tc93,  284000000.0, 4.7e+30
J1750-3703A ,dpm+01a,17 50 13.80,-37 03 10.9,      ,      ,       , 0.11160083731330, 4.0e-13,frb+08 , 233.820000,  3e-02,frb+08 ,       ,        ,      ,13.80, 9.96,tc93,  312000000.0, 1.6e+32
J1750-3703B ,frb+08 ,17 50 12.18,-37 03 22.9,      ,      ,       , 0.00607454208650, 6.0e-15,frb+08 , 234.391000,  9e-03,frb+08 ,       ,        ,      ,13.80,10.02,tc93, 5020000000.0, 3.4e+33
J1750-3703C ,frb+08 ,17 50 13.45,-37 03 05.6,      ,      ,       , 0.02656867837497, 5.0e-14,frb+08 , 230.670000,  2e-02,frb+08 ,       ,        ,      ,13.80, 9.64,tc93,             ,
J1750-3703D ,frb+08 ,17 50 13.10,-37 03 06.4,      ,      ,       , 0.00513993677490, 4.0e-15,frb+08 , 230.090000,  2e-01,frb+08 ,       ,        ,      ,13.80, 9.58,tc93,  165000000.0, 1.4e+35
J1751-2516  ,mhl+02 ,17 51 52.63,-25 16 43.0,      ,      ,       , 0.39483578357000, 1.0e-10,mhl+02 , 556.000000,  3e+00,mhl+02 ,       ,        ,      , 7.46, 7.46,tc93,    2370000.0, 1.7e+33
J1751-2857  ,sfl+05 ,17 51 32.70,-28 57 46.5,      ,      ,       , 0.00391487319637, 6.0e-16,sfl+05 ,  42.808000,  2e-02,sfl+05 ,       ,        ,      , 1.44, 1.44,tc93, 5510000000.0, 7.4e+33
J1751-3323  ,kbm+03 ,17 51 32.73,-33 23 39.6,      ,      ,       , 0.54822710380000, 7.0e-11,ywml10 , 296.700000,  6e-01,kbm+03 ,       ,        ,      , 9.27, 9.27,tc93,     984000.0, 2.1e+33
J1751-4657  ,wvl69  ,17 51 42.23,-46 57 24.8,      ,      ,       , 0.74235239547000, 1.0e-11,smd93  ,  20.400000,  4e-01,dmk+93 ,  70.00,        ,tml93 , 1.03, 1.03,tc93,    9110000.0, 1.2e+32
J1752+2359  ,fcwa95 ,17 52 35.42,+23 59 48.2,      ,      ,       , 0.40905086504400, 9.0e-12,lwf+04 ,  36.000000,  9e-01,lwf+04 ,   3.50,  0.3000,lwf+04, 2.70, 2.70,tc93,   10100000.0, 3.7e+32
J1752-2410  ,hfs+04 ,17 52 58.74,-24 10 26.0,      ,      ,       , 0.19103669353410, 1.9e-12,hfs+04 , 508.300000,  9e-01,hfs+04 ,       ,        ,      , 7.42, 7.42,tc93,    4900000.0, 3.5e+33
J1752-2806  ,tv68   ,17 52 58.69,-28 06 37.3,      ,      ,       , 0.56255763553000, 3.0e-11,hlk+04 ,  50.372000,  8e-03,hlk+04 ,1100.00,100.0000,lylg95, 0.20, 1.53,tc93,    1100000.0, 1.8e+33
J1752-2821  ,mhl+02 ,17 52 24.55,-28 21 10.0,      ,      ,       , 0.64022949952000, 4.0e-11,mhl+02 , 516.300000,  1e+00,mhl+02 ,       ,        ,      , 7.62, 7.62,tc93,    2930000.0, 5.2e+32
J1753-12    ,bb10   ,17 52 53.00,-12 59 00.0,      ,      ,       , 0.40545400000000, 1.0e-06,bb10   ,  73.200000,  5e+00,bb10   ,       ,        ,      , 2.17, 2.17,tc93,             ,
J1753-1914  ,lfl+06 ,17 53 35.17,-19 14 58.0,      ,      ,       , 0.06295488897250, 1.2e-12,lfl+06 , 105.300000,  3e-01,lfl+06 ,       ,        ,      , 2.77, 2.77,tc93,  493000000.0, 3.2e+32
J1753-2240  ,kkl+09 ,17 53 39.85,-22 40 42.0,      ,      ,       , 0.09513780867710, 7.0e-13,kkl+09 , 158.600000,  4e-01,kkl+09 ,       ,        ,      , 3.46, 3.46,tc93, 1550000000.0, 4.4e+31
J1753-2501  ,cl86   ,17 53 30.61,-25 00 25.0,      ,      ,       , 0.52833640936000, 3.0e-11,hlk+04 , 672.000000,  3e+00,hlk+04 ,       ,        ,      ,10.18,10.18,tc93,     593000.0, 3.8e+33
J1753-38    ,bb10   ,17 53 00.00,-38 49 00.0,      ,      ,       , 0.66680400000000,        ,kjv+10 , 168.000000,       ,kjv+10 ,       ,        ,      , 6.99, 6.99,tc93,             ,
J1754-2422  ,kjv+10 ,17 54 36.56,-24 22 24.0,      ,      ,       , 2.09024807680000, 4.0e-10,bbb+12 , 738.000000,  6e+00,bbb+12 ,       ,        ,      ,11.43,11.43,tc93,   39900000.0, 3.6e+30
J1754-30    ,mll+06 ,17 54 16.00,-30 11 00.0,      ,      ,       , 1.32049000000000, 1.0e-05,kkl+11 , 293.000000,  2e+01,kkl+11 ,       ,        ,      , 5.47, 5.47,tc93,             ,
J1754-3443  ,hfs+04 ,17 54 37.37,-34 43 53.9,      ,      ,       , 0.36169059582100, 1.0e-11,hfs+04 , 187.700000,  9e-01,hfs+04 ,       ,        ,      , 5.60, 5.60,tc93,   10000000.0, 4.8e+32
J1754-3510  ,lfl+06 ,17 54 54.62,-35 10 43.0,      ,      ,       , 0.39270389339900, 3.0e-12,lfl+06 ,  82.300000,  3e-01,lfl+06 ,       ,        ,      , 2.24, 2.24,tc93,    7960000.0, 5.1e+32
